Date,Gender,WeightClassMap,WeightClass,Location,Fighter,CurrentLoseStreak,CurrentWinStreak,Draws,AvgSigStrLanded,AvgSigStrPct,AvgSubAtt,AvgTDLanded,AvgTDPct,LongestWinStreak,Losses,TotalRoundsFought,TotalTitleBouts,WinsByDecisionMajority,WinsByDecisionSplit,WinsByDecisionUnanimous,WinsByKO,WinsBySubmission,WinsByTKODoctorStoppage,Wins,Stance,HeightCms,ReachCms,WeightLbs,Age,Year,Win,Record,WinRate,WinRatePercentage,FinishRate,ExpPerAge,HeightReachRatio,WinsByDecision,DecisionRate,UFCFights
2023-07-22,FEMALE,Women,Women's Bantamweight,"London, England, United Kingdom",Ketlen Vieira,1,0,0,3.04,0.41,0.6,1.51,0.44,4,3,31,0,0,3,3,0,1,0,7,Orthodox,172.72,172.72,135,31,2023,Yes,7-3-0,0.7,70.0%,0.14285714285714285,1.0,1.0,6,0.8571428571428571,8
2024-10-05,FEMALE,Women,Women's Bantamweight,"Salt Lake City, Utah, USA",Ketlen Vieira,0,1,0,2.92,0.41,0.6,1.39,0.44,4,3,34,0,0,3,4,0,1,0,8,Orthodox,172.72,172.72,135,33,2024,No,8-3-0,0.7272727272727273,72.7%,0.125,1.0303030303030303,1.0,7,0.875,8
2019-06-22,MALE,Light,Featherweight,"Greenville, South Carolina, USA",Kevin Aguilar,0,2,0,3.78,0.36,0.0,0.25,0.5,2,0,6,0,0,0,2,0,0,0,2,Orthodox,170.18,185.42,145,30,2019,No,2-0-0,1.0,100.0%,0.0,0.2,0.9178082191780823,2,1.0,4
2020-06-13,MALE,Light,Lightweight,"Las Vegas, Nevada, USA",Kevin Aguilar,2,0,0,3.73,0.36,0.0,0.24,0.5,2,2,2,0,0,0,2,0,0,0,2,Orthodox,170.18,185.42,155,31,2020,No,2-2-0,0.5,50.0%,0.0,0.06451612903225806,0.9178082191780823,2,1.0,4
2018-11-24,MALE,Medium,Middleweight,"Beijing, China",Kevin Holland,1,0,0,31.0,0.56,1.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,190.5,205.74,185,26,2018,Yes,0-1-0,0.0,0.0%,0.0,0.11538461538461539,0.9259259259259259,0,0.0,13
2019-10-18,MALE,Medium,Middleweight,"Boston, Massachusetts, USA",Kevin Holland,0,3,0,4.16,0.54,1.1,1.27,0.43,3,1,12,0,0,1,1,0,1,0,3,Orthodox,190.5,205.74,185,26,2019,No,3-1-0,0.75,75.0%,0.3333333333333333,0.46153846153846156,0.9259259259259259,2,0.6666666666666666,13
2020-05-16,MALE,Medium,Middleweight,"Jacksonville, Florida, USA",Kevin Holland,0,1,0,4.29,0.55,1.1,1.26,0.43,3,2,14,0,0,0,0,0,0,0,4,Orthodox,190.5,205.74,170,27,2020,Yes,4-2-0,0.6666666666666666,66.7%,0.0,0.5185185185185185,0.9259259259259259,0,0.0,13
2022-12-03,MALE,Medium,Welterweight,"Orlando, Florida, USA",Kevin Holland,1,0,0,4.25,0.49,0.6,0.84,0.38,5,5,42,0,0,2,2,4,3,0,11,Orthodox,190.5,205.74,185,30,2022,No,11-5-0,0.6875,68.8%,0.6363636363636364,1.4,0.9259259259259259,4,0.36363636363636365,13
2023-09-16,MALE,Medium,Welterweight,"Las Vegas, Nevada, USA",Kevin Holland,0,2,0,4.25,0.49,0.6,0.84,0.38,5,6,50,0,0,2,2,5,4,0,13,Orthodox,190.5,205.74,185,30,2023,No,13-6-0,0.6842105263157895,68.4%,0.6923076923076923,1.6666666666666667,0.9259259259259259,4,0.3076923076923077,13
2024-10-05,MALE,Medium,Middleweight,"Salt Lake City, Utah, USA",Kevin Holland,0,1,0,4.24,0.49,0.6,0.83,0.38,5,8,57,0,0,2,2,5,5,0,14,Orthodox,190.5,205.74,185,31,2024,No,14-8-0,0.6363636363636364,63.6%,0.7142857142857143,1.8387096774193548,0.9259259259259259,4,0.2857142857142857,13
2014-09-27,MALE,Light,Lightweight,"Las Vegas, Nevada, USA",Kevin Lee,0,1,0,44.0,0.355,1.0,2.5,0.225,1,1,6,0,0,1,0,0,0,0,1,Orthodox,175.26,195.58,170,22,2014,Yes,1-1-0,0.5,50.0%,0.0,0.2727272727272727,0.896103896103896,1,1.0,16
2015-12-12,MALE,Light,Lightweight,"Las Vegas, Nevada, USA",Kevin Lee,0,4,0,46.6,0.38,1.2,2.8,0.438,4,1,13,0,0,1,2,0,1,0,4,Orthodox,175.26,195.58,170,23,2015,No,4-1-0,0.8,80.0%,0.25,0.5652173913043478,0.896103896103896,3,0.75,16
2016-11-19,MALE,Light,Lightweight,"Belfast, Northern Ireland, United Kingdom",Kevin Lee,0,2,0,41.375,0.393,0.875,2.0,0.368,4,2,18,0,0,1,3,1,1,0,6,Orthodox,175.26,195.58,170,24,2016,Yes,6-2-0,0.75,75.0%,0.3333333333333333,0.75,0.896103896103896,4,0.6666666666666666,16
2017-10-07,MALE,Light,Lightweight,"Las Vegas, Nevada, USA",Kevin Lee,0,5,0,35.2727,0.447,1.0,2.2727,0.439,5,2,23,0,0,1,3,1,4,0,9,Orthodox,175.26,195.58,170,25,2017,No,9-2-0,0.8181818181818182,81.8%,0.5555555555555556,0.92,0.896103896103896,4,0.4444444444444444,16
2018-12-15,MALE,Light,Lightweight,"Milwaukee, Wisconsin, USA",Kevin Lee,0,1,0,45.0,0.458,0.8462,2.4615,0.444,5,3,31,1,0,1,3,1,4,1,10,Orthodox,175.26,195.58,170,26,2018,No,10-3-0,0.7692307692307693,76.9%,0.6,1.1923076923076923,0.896103896103896,4,0.4,16
2019-05-18,MALE,Medium,Welterweight,"Rochester, New York, USA",Kevin Lee,1,0,0,49.0714,0.45,0.7857,2.5,0.455,5,4,36,1,0,1,3,1,4,1,10,Orthodox,175.26,195.58,170,26,2019,No,10-4-0,0.7142857142857143,71.4%,0.6,1.3846153846153846,0.896103896103896,4,0.4,16
2020-03-14,MALE,Light,Lightweight,"Brasilia, Distrito Federal, Brazil",Kevin Lee,0,1,0,3.9,0.42,0.9,3.23,0.42,5,5,41,1,0,1,3,3,4,0,11,Orthodox,175.26,195.58,170,27,2020,No,11-5-0,0.6875,68.8%,0.6363636363636364,1.5185185185185186,0.896103896103896,4,0.36363636363636365,16
2021-08-28,MALE,Medium,Welterweight,"Las Vegas, Nevada, USA",Kevin Lee,1,0,0,3.89,0.42,0.8,3.19,0.43,5,6,44,1,0,1,3,3,4,0,11,Orthodox,175.26,195.58,170,28,2021,No,11-6-0,0.6470588235294118,64.7%,0.6363636363636364,1.5714285714285714,0.896103896103896,4,0.36363636363636365,16
2012-07-07,MALE,Light,Lightweight,"Las Vegas, Nevada, USA",Khabib Nurmagomedov,0,1,0,35.0,0.45,1.0,3.0,0.33,1,0,3,0,0,0,0,0,1,0,1,Orthodox,177.8,177.8,155,23,2012,Yes,1-0-0,1.0,100.0%,1.0,0.13043478260869565,1.0,0,0.0,10
2013-09-21,MALE,Light,Lightweight,"Toronto, Ontario, Canada",Khabib Nurmagomedov,0,4,0,26.25,0.49,0.75,6.0,0.275,4,0,10,0,0,0,2,1,1,0,4,Orthodox,177.8,177.8,155,25,2013,Yes,4-0-0,1.0,100.0%,0.5,0.4,1.0,2,0.5,10
2014-04-19,MALE,Light,Lightweight,"Orlando, Florida, USA",Khabib Nurmagomedov,0,5,0,31.8,0.474,0.6,5.8,0.31,5,0,13,0,0,0,3,1,1,0,5,Orthodox,177.8,177.8,155,25,2014,Yes,5-0-0,1.0,100.0%,0.4,0.52,1.0,3,0.6,10
2016-11-12,MALE,Light,Lightweight,"New York City, New York, USA",Khabib Nurmagomedov,0,7,0,38.5714,0.493,0.4286,5.2857,0.387,7,0,18,0,0,0,4,2,1,0,7,Orthodox,177.8,177.8,155,28,2016,Yes,7-0-0,1.0,100.0%,0.42857142857142855,0.6428571428571429,1.0,4,0.5714285714285714,10
2017-12-30,MALE,Light,Lightweight,"Las Vegas, Nevada, USA",Khabib Nurmagomedov,0,8,0,45.5,0.514,0.5,4.875,0.38,8,0,21,0,0,0,4,2,2,0,8,Orthodox,177.8,177.8,155,29,2017,Yes,8-0-0,1.0,100.0%,0.5,0.7241379310344828,1.0,4,0.5,10
2018-10-06,MALE,Light,Lightweight,"Las Vegas, Nevada, USA",Khabib Nurmagomedov,0,10,0,58.7,0.505,0.5,4.9,0.374,10,0,29,1,0,0,6,2,2,0,10,Orthodox,177.8,177.8,155,30,2018,Yes,10-0-0,1.0,100.0%,0.4,0.9666666666666667,1.0,6,0.6,10
2019-09-07,MALE,Light,Lightweight,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Khabib Nurmagomedov,0,11,0,4.11,0.49,0.7,5.35,0.47,11,0,33,2,0,0,6,2,3,0,11,Orthodox,177.8,177.8,155,30,2019,Yes,11-0-0,1.0,100.0%,0.45454545454545453,1.1,1.0,6,0.5454545454545454,10
2017-07-16,MALE,Heavy,Light Heavyweight,"Glasgow, Scotland, United Kingdom",Khalil Rountree Jr.,0,1,0,6.6667,0.643,0.0,0.0,0.0,1,2,5,1,0,0,0,1,0,0,1,Southpaw,185.42,193.04,205,27,2017,Yes,1-2-0,0.3333333333333333,33.3%,1.0,0.18518518518518517,0.9605263157894737,0,0.0,11
2018-07-07,MALE,Heavy,Light Heavyweight,"Las Vegas, Nevada, USA",Khalil Rountree Jr.,1,0,0,17.4,0.504,0.2,0.0,0.0,2,3,9,1,0,0,0,2,0,0,2,Southpaw,185.42,193.04,205,28,2018,Yes,2-3-0,0.4,40.0%,1.0,0.32142857142857145,0.9605263157894737,0,0.0,11
2019-09-28,MALE,Heavy,Light Heavyweight,"Copenhagen, Denmark",Khalil Rountree Jr.,0,1,0,3.01,0.4,0.2,0.0,0.0,2,3,14,0,0,0,1,3,0,0,4,Southpaw,185.42,193.04,205,29,2019,No,4-3-0,0.5714285714285714,57.1%,0.75,0.4827586206896552,0.9605263157894737,1,0.25,11
2021-09-04,MALE,Heavy,Light Heavyweight,"Las Vegas, Nevada, USA",Khalil Rountree Jr.,2,0,0,3.24,0.38,0.2,0.0,0.0,3,5,18,0,0,0,1,3,0,0,4,Southpaw,185.42,193.04,205,31,2021,Yes,4-5-0,0.4444444444444444,44.4%,0.75,0.5806451612903226,0.9605263157894737,1,0.25,11
2022-10-29,MALE,Heavy,Light Heavyweight,"Las Vegas, Nevada, USA",Khalil Rountree Jr.,0,2,0,3.84,0.39,0.1,0.0,0.0,3,5,22,1,0,0,1,5,0,0,6,Southpaw,185.42,193.04,205,32,2022,Yes,6-5-0,0.5454545454545454,54.5%,0.8333333333333334,0.6875,0.9605263157894737,1,0.16666666666666666,11
2023-12-09,MALE,Heavy,Light Heavyweight,"Las Vegas, Nevada, USA",Khalil Rountree Jr.,0,4,0,3.84,0.39,0.1,0.0,0.0,4,5,26,1,0,1,1,6,0,0,8,Southpaw,185.42,193.04,205,33,2023,Yes,8-5-0,0.6153846153846154,61.5%,0.75,0.7878787878787878,0.9605263157894737,2,0.25,11
2024-10-05,MALE,Heavy,Light Heavyweight,"Salt Lake City, Utah, USA",Khalil Rountree Jr.,0,5,0,3.73,0.38,0.1,0.0,0.0,5,5,29,1,0,1,1,7,0,0,9,Southpaw,185.42,193.04,205,34,2024,No,9-5-0,0.6428571428571429,64.3%,0.7777777777777778,0.8529411764705882,0.9605263157894737,2,0.2222222222222222,11
2020-07-25,MALE,Medium,Welterweight,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Khamzat Chimaev,0,1,0,6.94,0.82,2.4,4.84,1.0,1,0,2,0,0,0,0,0,1,0,1,Orthodox,187.96,190.5,185,26,2020,Yes,1-0-0,1.0,100.0%,1.0,0.07692307692307693,0.9866666666666667,0,0.0,6
2021-10-30,MALE,Medium,Welterweight,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Khamzat Chimaev,0,3,0,5.72,0.58,2.7,3.99,0.46,3,0,4,0,0,0,0,2,1,0,3,Orthodox,187.96,190.5,185,27,2021,Yes,3-0-0,1.0,100.0%,1.0,0.14814814814814814,0.9866666666666667,0,0.0,6
2022-04-09,MALE,Medium,Welterweight,"Jacksonville, Florida, USA",Khamzat Chimaev,0,4,0,5.72,0.58,2.7,3.99,0.46,4,0,5,0,0,0,0,2,2,0,4,Orthodox,187.96,190.5,185,27,2022,Yes,4-0-0,1.0,100.0%,1.0,0.18518518518518517,0.9866666666666667,0,0.0,6
2023-10-21,MALE,Medium,Middleweight,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Khamzat Chimaev,0,6,0,5.72,0.58,2.7,3.99,0.46,6,0,9,0,0,0,1,2,3,0,6,Orthodox,187.96,190.5,185,29,2023,Yes,6-0-0,1.0,100.0%,0.8333333333333334,0.3103448275862069,0.9866666666666667,1,0.16666666666666666,6
2024-10-26,MALE,Medium,Middleweight,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Khamzat Chimaev,0,7,0,5.36,0.58,2.8,4.31,0.46,7,0,12,0,1,0,1,2,3,0,7,Orthodox,187.96,190.5,185,30,2024,Yes,7-0-0,1.0,100.0%,0.7142857142857143,0.4,0.9866666666666667,2,0.2857142857142857,6
2021-11-13,MALE,Medium,Welterweight,"Las Vegas, Nevada, USA",Khaos Williams,0,1,0,5.81,0.39,0.0,0.0,0.0,2,1,8,0,0,0,1,2,0,0,3,Orthodox,182.88,195.58,170,27,2021,Yes,3-1-0,0.75,75.0%,0.6666666666666666,0.2962962962962963,0.9350649350649349,1,0.3333333333333333,5
2022-05-07,MALE,Medium,Welterweight,"Phoenix, Arizona, USA",Khaos Williams,0,2,0,5.81,0.39,0.0,0.0,0.0,2,1,11,0,0,0,1,3,0,0,4,Orthodox,182.88,195.58,170,28,2022,No,4-1-0,0.8,80.0%,0.75,0.39285714285714285,0.9350649350649349,1,0.25,5
2023-05-06,MALE,Medium,Welterweight,"Newark, New Jersey, USA",Khaos Williams,1,0,0,5.81,0.39,0.0,0.0,0.0,2,2,14,0,0,0,1,3,0,0,4,Orthodox,182.88,195.58,170,29,2023,Yes,4-2-0,0.6666666666666666,66.7%,0.75,0.4827586206896552,0.9350649350649349,1,0.25,5
2024-05-18,MALE,Medium,Welterweight,"Las Vegas, Nevada, USA",Khaos Williams,0,1,0,5.81,0.39,0.0,0.0,0.0,2,2,17,0,0,1,1,3,0,0,5,Orthodox,182.88,195.58,170,30,2024,Yes,5-2-0,0.7142857142857143,71.4%,0.6,0.5666666666666667,0.9350649350649349,2,0.4,5
2014-09-20,MALE,Medium,Welterweight,"Saitama, Japan",Kiichi Kunimoto,0,2,0,8.5,0.51,0.5,0.5,0.165,2,0,2,0,0,0,0,0,1,0,2,Orthodox,177.8,180.34,170,33,2014,Yes,2-0-0,1.0,100.0%,0.5,0.06060606060606061,0.9859154929577465,0,0.0,4
2015-02-14,MALE,Medium,Welterweight,"Broomfield, Colorado, USA",Kiichi Kunimoto,0,3,0,17.6667,0.47,0.3333,0.6667,0.143,3,0,5,0,0,1,0,0,1,0,3,Orthodox,177.8,180.34,170,33,2015,No,3-0-0,1.0,100.0%,0.3333333333333333,0.15151515151515152,0.9859154929577465,1,0.3333333333333333,4
2017-06-10,MALE,Medium,Welterweight,"Auckland, New Zealand",Kiichi Kunimoto,1,0,0,15.75,0.44,0.25,0.75,0.17,3,1,8,0,0,1,0,0,1,0,3,Orthodox,177.8,180.34,170,36,2017,No,3-1-0,0.75,75.0%,0.3333333333333333,0.2222222222222222,0.9859154929577465,1,0.3333333333333333,4
2014-10-04,MALE,Medium,Middleweight,"Stockholm, Sweden",Krzysztof Jotko,1,0,0,16.0,0.48,0.0,0.5,0.125,1,1,5,0,0,0,1,0,0,0,1,Southpaw,185.42,195.58,185,25,2014,Yes,1-1-0,0.5,50.0%,0.0,0.2,0.9480519480519479,1,1.0,12
2015-10-24,MALE,Medium,Middleweight,"Dublin, Leinster, Ireland",Krzysztof Jotko,0,1,0,35.3333,0.57,0.0,0.6667,0.25,1,1,8,0,0,0,2,0,0,0,2,Southpaw,185.42,195.58,185,26,2015,Yes,2-1-0,0.6666666666666666,66.7%,0.0,0.3076923076923077,0.9480519480519479,2,1.0,12
2016-11-19,MALE,Medium,Middleweight,"Sao Paulo, Sao Paulo, Brazil",Krzysztof Jotko,0,4,0,34.5,0.47,0.0,1.0,0.318,4,1,15,0,0,1,3,1,0,0,5,Southpaw,185.42,195.58,185,27,2016,Yes,5-1-0,0.8333333333333334,83.3%,0.2,0.5555555555555556,0.9480519480519479,4,0.8,12
2017-09-16,MALE,Medium,Middleweight,"Pittsburgh, Pennsylvania, USA",Krzysztof Jotko,1,0,0,34.625,0.455,0.0,1.0,0.364,5,2,21,0,0,1,4,1,0,0,6,Southpaw,185.42,195.58,185,28,2017,No,6-2-0,0.75,75.0%,0.16666666666666666,0.75,0.9480519480519479,5,0.8333333333333334,12
2018-04-14,MALE,Medium,Middleweight,"Glendale, Arizona, USA",Krzysztof Jotko,2,0,0,35.6667,0.458,0.1111,1.0,0.379,5,3,23,0,0,1,4,1,0,0,6,Southpaw,185.42,195.58,185,28,2018,No,6-3-0,0.6666666666666666,66.7%,0.16666666666666666,0.8214285714285714,0.9480519480519479,5,0.8333333333333334,12
2020-05-16,MALE,Medium,Middleweight,"Jacksonville, Florida, USA",Krzysztof Jotko,0,3,0,2.98,0.45,0.1,1.27,0.35,5,4,32,0,0,0,0,0,0,0,9,Southpaw,185.42,195.58,185,30,2020,Yes,9-4-0,0.6923076923076923,69.2%,0.0,1.0666666666666667,0.9480519480519479,0,0.0,12
2021-10-02,MALE,Medium,Middleweight,"Las Vegas, Nevada, USA",Krzysztof Jotko,1,0,0,2.92,0.41,0.1,1.15,0.34,5,5,38,0,0,2,6,1,0,0,9,Southpaw,185.42,195.58,185,32,2021,Yes,9-5-0,0.6428571428571429,64.3%,0.1111111111111111,1.1875,0.9480519480519479,8,0.8888888888888888,12
2022-10-01,MALE,Medium,Middleweight,"Las Vegas, Nevada, USA",Krzysztof Jotko,0,2,0,2.98,0.42,0.1,1.33,0.39,5,5,44,0,0,3,7,1,0,0,11,Southpaw,185.42,195.58,185,33,2022,No,11-5-0,0.6875,68.8%,0.09090909090909091,1.3333333333333333,0.9480519480519479,10,0.9090909090909091,12
2010-11-13,MALE,Heavy,Light Heavyweight,"Oberhausen, North Rhine-Westphalia, Germany",Krzysztof Soszynski,1,0,0,26.8333,0.345,0.5,0.5,0.2,3,2,12,0,0,0,0,1,2,1,4,Open Stance,185.42,195.58,205,33,2010,Yes,4-2-0,0.6666666666666666,66.7%,1.0,0.36363636363636365,0.9480519480519479,0,0.0,4
2011-12-10,MALE,Heavy,Light Heavyweight,"Toronto, Ontario, Canada",Krzysztof Soszynski,0,2,0,35.5,0.386,0.75,0.375,0.15,3,2,18,0,0,0,2,1,2,1,6,Open Stance,185.42,195.58,205,34,2011,No,6-2-0,0.75,75.0%,0.6666666666666666,0.5294117647058824,0.9480519480519479,2,0.3333333333333333,4
2018-11-03,MALE,Light,Featherweight,"New York City, New York, USA",Kurt Holobaugh,2,0,0,71.5,0.445,1.0,1.0,0.415,0,2,6,0,0,0,0,0,0,0,0,Orthodox,180.34,177.8,155,32,2018,No,0-2-0,0.0,0.0%,0.0,0.1875,1.0142857142857142,0,0.0,5
2019-05-11,MALE,Light,Lightweight,"Rio de Janeiro, Rio de Janeiro, Brazil",Kurt Holobaugh,3,0,0,54.6667,0.433,0.6667,0.6667,0.277,0,3,7,0,0,0,0,0,0,0,0,Orthodox,180.34,177.8,155,32,2019,No,0-3-0,0.0,0.0%,0.0,0.21875,1.0142857142857142,0,0.0,5
2023-08-19,MALE,Light,Lightweight,"Boston, Massachusetts, USA",Kurt Holobaugh,5,0,0,4.63,0.45,0.8,0.76,0.33,0,5,14,0,0,0,0,0,0,0,0,Orthodox,180.34,177.8,155,36,2023,Yes,0-5-0,0.0,0.0%,0.0,0.3888888888888889,1.0142857142857142,0,0.0,5
2024-07-20,MALE,Light,Lightweight,"Las Vegas, Nevada, USA",Kurt Holobaugh,1,0,0,4.63,0.45,0.8,0.76,0.33,1,6,19,0,0,0,0,0,1,0,1,Orthodox,180.34,177.8,155,37,2024,Yes,1-6-0,0.14285714285714285,14.3%,1.0,0.5135135135135135,1.0142857142857142,0,0.0,5
2016-08-27,MALE,Light,Featherweight,"Vancouver, British Columbia, Canada",Kyle Bochniak,1,0,0,52.0,0.4,0.0,1.0,0.2,0,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,145,29,2016,Yes,0-1-0,0.0,0.0%,0.0,0.10344827586206896,0.9571428571428571,0,0.0,5
2017-07-22,MALE,Light,Featherweight,"Uniondale, New York, USA",Kyle Bochniak,0,1,0,46.5,0.345,0.0,1.0,0.265,1,1,6,0,0,1,0,0,0,0,1,Orthodox,170.18,177.8,145,30,2017,No,1-1-0,0.5,50.0%,0.0,0.2,0.9571428571428571,1,1.0,5
2018-12-08,MALE,Light,Featherweight,"Toronto, Ontario, Canada",Kyle Bochniak,1,0,0,38.4,0.324,0.0,1.0,0.146,1,3,15,0,0,1,1,0,0,0,2,Orthodox,170.18,177.8,145,31,2018,No,2-3-0,0.4,40.0%,0.0,0.4838709677419355,0.9571428571428571,2,1.0,5
2019-10-18,MALE,Light,Featherweight,"Boston, Massachusetts, USA",Kyle Bochniak,2,0,0,2.63,0.31,0.0,1.14,0.15,1,4,18,0,0,1,1,0,0,0,2,Orthodox,170.18,177.8,145,32,2019,No,2-4-0,0.3333333333333333,33.3%,0.0,0.5625,0.9571428571428571,2,1.0,5
2010-09-15,MALE,Heavy,Light Heavyweight,"Austin, Texas, USA",Kyle Kingsbury,0,1,0,17.5,0.35,0.0,1.0,0.165,1,1,6,0,0,1,0,0,0,0,1,Orthodox,193.04,193.04,205,28,2010,Yes,1-1-0,0.5,50.0%,0.0,0.21428571428571427,1.0,1,1.0,5
2011-11-19,MALE,Heavy,Light Heavyweight,"San Jose, California, USA",Kyle Kingsbury,0,4,0,43.6,0.448,0.0,3.2,0.274,4,1,13,0,0,1,2,1,0,0,4,Orthodox,193.04,193.04,205,29,2011,No,4-1-0,0.8,80.0%,0.25,0.4482758620689655,1.0,3,0.75,5
2014-07-26,MALE,Heavy,Light Heavyweight,"San Jose, California, USA",Kyle Kingsbury,3,0,0,35.25,0.464,0.0,2.25,0.203,4,4,19,0,0,1,2,1,0,0,4,Orthodox,193.04,193.04,205,32,2014,No,4-4-0,0.5,50.0%,0.25,0.59375,1.0,3,0.75,5
2019-09-21,MALE,Light,Featherweight,"Mexico City, Distrito Federal, Mexico",Kyle Nelson,2,0,0,2.73,0.36,2.8,1.41,0.16,0,2,5,0,0,0,0,0,0,0,0,Switch,180.34,180.34,155,28,2019,Yes,0-2-0,0.0,0.0%,0.0,0.17857142857142858,1.0,0,0.0,6
2022-07-23,MALE,Light,Lightweight,"London, England, United Kingdom",Kyle Nelson,1,0,0,3.65,0.45,0.6,1.1,0.2,1,3,9,0,0,0,0,1,0,0,1,Switch,180.34,180.34,145,31,2022,No,1-3-0,0.25,25.0%,1.0,0.2903225806451613,1.0,0,0.0,6
2023-09-16,MALE,Light,Featherweight,"Las Vegas, Nevada, USA",Kyle Nelson,0,1,1,3.65,0.45,0.6,1.1,0.2,1,4,18,0,0,0,1,1,0,0,2,Switch,180.34,180.34,145,32,2023,Yes,2-4-1,0.2857142857142857,28.6%,0.5,0.5625,1.0,1,0.5,6
2024-03-30,MALE,Light,Featherweight,"Atlantic City, New Jersey, USA",Kyle Nelson,0,2,1,3.65,0.45,0.6,1.1,0.2,2,4,21,0,0,0,2,1,0,0,3,Switch,180.34,180.34,145,32,2024,Yes,3-4-1,0.375,37.5%,0.3333333333333333,0.65625,1.0,2,0.6666666666666666,6
2010-11-13,MALE,Medium,Middleweight,"Oberhausen, North Rhine-Westphalia, Germany",Kyle Noke,0,1,0,50.0,0.56,0.0,0.0,0.0,1,0,2,0,0,0,0,1,0,0,1,Southpaw,185.42,193.04,170,30,2010,Yes,1-0-0,1.0,100.0%,1.0,0.06666666666666667,0.9605263157894737,0,0.0,8
2011-08-14,MALE,Medium,Middleweight,"Milwaukee, Wisconsin, USA",Kyle Noke,0,3,0,26.3333,0.537,1.0,1.3333,0.583,3,0,5,0,0,0,0,1,2,0,3,Southpaw,185.42,193.04,170,31,2011,No,3-0-0,1.0,100.0%,1.0,0.16129032258064516,0.9605263157894737,0,0.0,8
2012-09-22,MALE,Medium,Welterweight,"Toronto, Ontario, Canada",Kyle Noke,2,0,0,25.4,0.62,0.8,1.6,0.5,3,2,9,0,0,0,0,1,2,0,3,Southpaw,185.42,193.04,170,32,2012,Yes,3-2-0,0.6,60.0%,1.0,0.28125,0.9605263157894737,0,0.0,8
2014-04-16,MALE,Medium,Welterweight,"Quebec City, Quebec, Canada",Kyle Noke,0,1,0,22.3333,0.593,0.6667,1.3333,0.417,3,2,10,0,0,0,0,2,2,0,4,Southpaw,185.42,193.04,170,34,2014,No,4-2-0,0.6666666666666666,66.7%,1.0,0.29411764705882354,0.9605263157894737,0,0.0,8
2015-11-14,MALE,Medium,Welterweight,"Melbourne, Victoria, Australia",Kyle Noke,0,1,0,26.875,0.564,0.5,1.0,0.313,3,3,16,0,0,1,0,2,2,0,5,Southpaw,185.42,193.04,170,35,2015,Yes,5-3-0,0.625,62.5%,0.8,0.45714285714285713,0.9605263157894737,1,0.2,8
2016-11-26,MALE,Medium,Welterweight,"Melbourne, Victoria, Australia",Kyle Noke,2,0,0,31.0,0.55,0.3636,1.0,0.348,3,5,22,0,0,1,0,3,2,0,6,Southpaw,185.42,193.04,170,36,2016,No,6-5-0,0.5454545454545454,54.5%,0.8333333333333334,0.6111111111111112,0.9605263157894737,1,0.16666666666666666,8
2020-02-29,MALE,Light,Bantamweight,"Norfolk, Virginia, USA",Kyler Phillips,0,0,0,18.26,0.56,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,179.0,135,24,2020,Yes,0-0-0,,nan%,0.0,0.0,0.9649162011173185,0,0.0,6
2021-07-24,MALE,Light,Bantamweight,"Las Vegas, Nevada, USA",Kyler Phillips,0,4,0,5.2,0.49,0.3,3.2,0.55,4,0,9,0,0,0,2,2,0,0,4,Orthodox,172.72,182.88,135,26,2021,No,4-0-0,1.0,100.0%,0.5,0.34615384615384615,0.9444444444444444,2,0.5,6
2022-02-12,MALE,Light,Bantamweight,"Houston, Texas, USA",Kyler Phillips,1,0,0,5.72,0.45,0.5,2.41,0.46,4,1,12,0,0,0,2,2,0,0,4,Orthodox,172.72,182.88,135,26,2022,Yes,4-1-0,0.8,80.0%,0.5,0.46153846153846156,0.9444444444444444,2,0.5,6
2023-08-05,MALE,Light,Bantamweight,"Nashville, Tennessee, USA",Kyler Phillips,0,1,0,5.72,0.45,0.5,2.41,0.46,4,1,15,0,0,0,2,2,1,0,5,Orthodox,172.72,182.88,135,28,2023,Yes,5-1-0,0.8333333333333334,83.3%,0.6,0.5357142857142857,0.9444444444444444,2,0.4,6
2024-10-19,MALE,Light,Bantamweight,"Las Vegas, Nevada, USA",Kyler Phillips,0,3,0,5.28,0.44,0.4,2.63,0.51,4,1,21,0,0,0,4,2,1,0,7,Orthodox,172.72,182.88,135,29,2024,No,7-1-0,0.875,87.5%,0.42857142857142855,0.7241379310344828,0.9444444444444444,4,0.5714285714285714,6
2014-09-20,MALE,Light,Flyweight,"Saitama, Japan",Kyoji Horiguchi,0,2,0,47.5,0.52,0.0,1.5,0.665,2,0,5,0,0,0,1,1,0,0,2,Orthodox,165.1,167.64,125,23,2014,Yes,2-0-0,1.0,100.0%,0.5,0.21739130434782608,0.9848484848484849,1,0.5,7
