NumberOfRounds,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,label,Gender_MALE,BlueStance_Orthodox,BlueStance_Southpaw,BlueStance_Switch,BlueStance_OpenStance,RedStance_Orthodox,RedStance_Southpaw,RedStance_Switch,RedStance_OpenStance,BetterRank_Red,BetterRank_Blue,BetterRank_neither,FinishRate,WinRatio,ExpPerYear,ReachAdvantageRatio,HeightReachRatio,WinsByDecision,DecisionRate
5,1,2,2,7,-2,15,-1,4,1,-12.7,-12.7,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0.02564102564102566,0.08421052631578951,0.4838709677419355,1.0714285714285714,-0.0009523809523810378,2,-0.025641025641025605
3,0,2,-1,-2,0,-15,0,-1,5,5.08,15.24,5,1,1,1,0,0,0,1,0,0,0,0,1,0,0.6349206349206349,-0.059523809523809534,-0.34666666666666657,0.9189189189189189,-0.05405405405405406,-6,-0.6349206349206349
3,0,0,-2,-2,1,-6,0,-1,0,2.54,10.16,5,1,1,1,0,0,0,1,0,0,0,0,0,1,-0.5,-0.5,-0.1701388888888889,0.9473684210526316,-0.03801169590643283,-1,-0.5
3,0,0,0,2,-2,6,0,2,0,0.0,-5.08,2,0,1,1,0,0,0,1,0,0,0,0,0,1,0.6666666666666666,0.0,0.19220779220779222,1.0273972602739727,0.026666666666666727,0,-0.6666666666666667
3,-1,-2,1,-2,1,-4,1,0,-2,5.08,0.0,8,0,1,0,1,0,0,0,1,0,0,0,0,1,-0.25,0.0,0.023809523809523725,1.0,0.02857142857142858,0,0.25
3,1,0,0,0,1,-1,0,0,0,5.08,5.08,9,1,1,0,1,0,0,1,0,0,0,0,0,1,0.0,0.0,-0.03225806451612903,0.9729729729729729,0.000750750750750595,0,0.0
3,0,0,0,0,1,0,0,0,0,-2.54,-5.08,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0.0,0.15000000000000002,0.0,1.0307692307692309,0.014466130884041473,0,0.0
3,0,0,0,0,0,0,0,0,0,0.0,2.54,-2,1,1,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.9864864864864864,-0.01314328026656808,0,0.0
3,1,2,-1,-1,2,-5,0,-2,-1,-10.16,-5.08,2,1,1,1,0,0,0,0,1,0,0,0,0,1,-1.0,0.4,-0.17307692307692307,1.0285714285714285,-0.028571428571428692,2,1.0
3,0,-1,-1,-1,1,-6,0,0,0,2.54,7.62,7,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0,-0.5,-0.18181818181818182,0.9558823529411764,-0.02941176470588247,-1,-1.0
3,1,0,0,0,1,-1,0,0,0,10.16,5.08,10,1,1,0,1,0,0,1,0,0,0,0,0,1,0.0,0.0,-0.030303030303030304,0.9726027397260275,0.027397260273972712,0,0.0
5,-1,-3,1,-6,3,-9,1,-7,1,-7.62,-15.24,-5,1,1,1,0,0,0,1,0,0,0,1,0,0,-0.30000000000000004,0.08571428571428574,-0.35752688172043007,1.0833333333333335,0.03739316239316237,0,0.3
5,0,-5,-5,5,-6,10,2,8,0,-5.08,-10.16,-8,0,1,0,1,0,0,1,0,0,0,1,0,0,0.375,-0.3157894736842105,0.12982456140350884,1.054054054054054,0.024255024255024127,-3,-0.375
3,0,-6,-4,-8,0,-15,0,-1,-4,-12.7,-12.7,2,0,1,1,0,0,0,1,0,0,0,1,0,0,-0.0714285714285714,-0.1568627450980392,-0.42500000000000004,1.0735294117647058,0.0,-3,0.07142857142857145
3,0,4,3,4,-1,11,5,2,1,-7.62,-5.08,-4,1,1,1,0,0,0,1,0,0,0,1,0,0,-0.04166666666666663,0.022727272727272707,0.23958333333333337,1.025974025974026,-0.01331579812592476,1,0.04166666666666666
3,0,0,-1,-3,0,-5,-1,-2,2,5.08,2.54,-1,0,1,1,0,0,0,0,1,0,0,1,0,0,0.30000000000000004,-0.08571428571428574,-0.18709677419354842,0.9848484848484849,0.01538461538461533,-3,-0.3
3,0,-1,-1,-2,0,-2,-2,-4,0,2.54,-5.08,-2,0,1,0,1,0,0,1,0,0,0,1,0,0,-0.8,-0.08333333333333337,-0.09166666666666667,1.03125,0.0454545454545453,2,0.8
3,-3,0,-2,-5,-2,-8,0,-2,1,-10.16,-10.16,-2,0,1,1,0,0,0,0,1,0,0,1,0,0,0.10000000000000003,-0.25974025974025977,-0.2891774891774891,1.0555555555555556,-0.0014619883040934978,-4,-0.09999999999999998
3,0,-1,0,4,-3,22,-1,-2,1,0.0,-7.62,-2,1,1,1,0,0,0,1,0,0,0,0,0,1,-0.5238095238095237,-0.016666666666666607,0.6645833333333333,1.0394736842105263,0.035976015989340526,5,0.5238095238095237
3,1,2,-2,-7,5,-23,0,-3,-1,-2.54,-5.08,12,1,1,1,0,0,0,1,0,0,0,0,0,1,0.33333333333333337,0.3571428571428571,-0.5441595441595442,1.027777777777778,0.013138138138138244,-3,-0.3333333333333333
3,0,0,0,0,0,0,0,0,0,0.0,10.16,-8,0,1,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.9459459459459459,-0.05405405405405406,0,0.0
3,0,0,-1,-1,0,-3,0,-1,1,-7.62,-5.08,-7,0,1,1,0,0,0,0,1,0,0,0,0,1,0.5,-0.16666666666666669,-0.19130434782608696,1.03125,-0.01515151515151536,-1,-0.5
5,0,-1,-1,-4,2,-32,-4,-3,4,0.0,-2.54,-3,0,1,1,0,0,0,1,0,0,0,1,0,0,0.3333333333333333,0.021390374331550777,-1.047979797979798,1.0149253731343284,0.014486391571553958,-5,-0.33333333333333337
3,0,0,4,3,-1,8,0,2,-1,-7.62,-7.62,-6,0,1,1,0,0,0,1,0,0,0,1,0,0,-0.16666666666666663,0.06666666666666665,0.15172413793103445,1.0410958904109588,-0.0010814708002883089,2,0.16666666666666669
3,1,0,-1,-5,4,-15,0,-3,1,15.24,12.7,10,0,1,1,0,0,0,1,0,0,0,0,0,1,0.16666666666666663,0.02857142857142858,-0.2852852852852853,0.9350649350649349,0.01298701298701288,-3,-0.16666666666666669
3,0,5,4,4,-1,15,0,-1,1,0.0,7.62,3,1,1,1,0,0,0,1,0,0,0,0,1,0,-0.5714285714285714,0.02777777777777779,0.5888888888888888,0.9625000000000001,-0.03652597402597402,4,0.5714285714285714
3,3,1,1,1,3,-4,-1,0,0,0.0,-7.62,-2,0,1,1,0,0,0,1,0,0,0,0,0,1,0.0,1.0,-0.1348973607038123,1.0434782608695652,0.04166666666666674,1,1.0
3,1,0,-1,-1,1,-5,0,0,0,0.0,0.0,3,1,1,1,0,0,0,1,0,0,0,0,0,1,0.0,-0.5,-0.1724137931034483,1.0,0.0,-1,-1.0
3,-1,-1,0,1,-1,6,0,0,0,5.08,5.08,2,1,1,1,0,0,0,0,0,1,0,0,0,1,-0.5,0.0,0.21250000000000002,0.9726027397260275,0.0007717538105346256,1,0.5
3,0,0,-2,-2,0,-6,-1,0,0,0.0,10.16,-6,1,1,1,0,0,0,0,1,0,0,0,0,1,0.0,-0.6666666666666666,-0.26322580645161286,0.9466666666666667,-0.053333333333333344,-2,-1.0
3,0,0,0,0,-1,-1,1,0,0,5.08,7.62,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0.0,-0.16666666666666669,-0.02991452991452989,0.9594594594594594,-0.014084507042253502,0,0.0
3,0,1,1,1,0,3,-1,0,0,7.62,7.62,5,0,1,1,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.12337662337662336,0.9552238805970149,0.0,1,0.0
3,-1,0,0,0,-1,-1,0,0,0,5.08,5.08,-3,1,1,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,-0.05092592592592593,0.9701492537313432,0.00045924225028681764,0,0.0
3,0,0,0,0,0,0,0,0,0,-2.54,-12.7,2,1,1,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.009615384615384609,1.078125,0.0591032608695653,0,0.0
5,0,0,1,-1,-2,2,1,1,0,-15.24,-20.32,-9,0,1,1,0,0,0,1,0,0,0,1,0,0,0.30000000000000004,-0.19444444444444442,-0.08841463414634143,1.1111111111111112,0.022222222222222254,-2,-0.3
3,0,1,-3,-4,1,-15,1,1,0,-2.54,-2.54,3,1,1,1,0,0,0,1,0,0,0,1,0,0,0.375,-0.06060606060606066,-0.48611111111111116,1.0136986301369864,-0.00018511662347264757,-5,-0.375
3,0,0,-2,-4,3,-9,0,-1,-3,-5.08,-2.54,11,1,1,1,0,0,0,1,0,0,0,0,0,1,0.0,-0.16666666666666669,-0.1551459293394777,1.0135135135135134,-0.013513513513513598,0,0.0
3,0,1,1,1,0,2,0,0,-1,10.16,7.62,-8,1,1,1,0,0,0,1,0,0,0,0,0,1,-0.6666666666666667,0.0,0.0,0.9605263157894737,0.014239365537130455,2,0.6666666666666666
3,0,0,-1,-2,3,-16,0,1,0,2.54,12.7,6,1,1,0,0,1,0,1,0,0,0,0,0,1,1.0,0.07142857142857145,-0.4851612903225806,0.9333333333333333,-0.05428571428571427,-3,-1.0
3,1,0,-3,-4,3,-13,0,-2,-2,-7.62,-12.7,9,0,1,1,0,0,0,0,1,0,0,0,0,1,-1.0,-0.5714285714285714,-0.37142857142857144,1.0704225352112675,0.025389177168272825,0,0.0
3,0,0,0,0,-1,1,0,2,-1,5.08,12.7,8,1,1,0,1,0,0,0,1,0,0,0,0,1,0.5,-0.33333333333333337,0.06430568499534017,0.9333333333333333,-0.04190476190476178,-1,-0.5
3,0,0,0,0,0,-1,0,0,0,-5.08,-5.08,-6,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,-0.05288461538461539,1.032258064516129,0.0010080645161290036,0,0.0
3,1,0,-1,-1,0,0,1,-2,1,0.0,7.62,10,1,1,1,0,0,0,0,0,1,0,0,0,1,0.0,-0.16666666666666669,0.08000000000000002,0.9605263157894737,-0.03947368421052633,0,0.0
3,0,0,0,0,0,2,0,0,0,2.54,5.08,12,0,0,1,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.09722222222222222,0.9692307692307693,-0.01538461538461533,0,0.0
3,0,0,-1,-1,1,-2,0,-1,0,-10.16,-10.16,11,1,1,1,0,0,0,1,0,0,0,0,0,1,-1.0,-0.3333333333333333,-0.02046783625730994,1.0579710144927537,-0.001588246972404228,0,0.0
3,2,0,-1,-1,2,-9,0,0,0,0.0,0.0,3,1,1,0,0,1,0,1,0,0,0,0,0,1,0.0,-0.3333333333333333,-0.3103448275862069,1.0,0.0,-1,-1.0
5,0,-3,-3,-5,2,-31,-7,1,-2,5.08,0.0,4,0,1,1,0,0,0,1,0,0,0,1,0,0,0.16666666666666669,0.18181818181818177,-1.0535714285714286,1.0,0.030303030303030165,-4,-0.16666666666666663
3,3,1,0,-2,1,-13,-4,-1,0,0.0,5.08,1,0,1,1,0,0,0,1,0,0,0,0,0,1,-0.028571428571428525,-0.02777777777777779,-0.34285714285714286,0.9733333333333333,-0.026666666666666727,-1,0.02857142857142858
3,0,0,-1,-6,1,-28,0,-7,2,2.54,2.54,5,0,1,1,0,0,0,1,0,0,0,1,0,0,-0.15555555555555556,-0.08181818181818179,-0.6523297491039427,0.986842105263158,0.00035087719298254605,-1,0.15555555555555556
3,1,0,-3,-5,3,-20,0,-2,0,10.16,7.62,1,0,1,1,0,0,0,1,0,0,0,0,0,1,-0.4,-0.625,-0.6896551724137931,0.9577464788732394,0.014084507042253502,-3,-0.6
3,0,0,-2,-4,3,-16,0,0,0,0.0,5.08,12,1,1,0,1,0,0,1,0,0,0,0,0,1,0.0,0.375,-0.41242236024844714,0.9714285714285713,-0.028151260504201803,-4,0.0
3,-1,0,-3,-3,4,-26,-2,0,1,2.54,-2.54,3,0,1,0,1,0,0,1,0,0,0,0,0,1,0.4642857142857143,0.00694444444444442,-0.7080357142857143,1.0142857142857142,0.02857142857142847,-3,-0.3214285714285714
3,1,1,-2,-2,0,-4,-1,0,0,-2.54,-2.54,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0,-0.25,-0.1264367816091954,1.0149253731343284,-0.0004389815627743321,-2,0.0
3,0,-1,-1,-1,0,-3,-1,1,0,5.08,2.54,3,0,1,0,1,0,0,1,0,0,0,0,0,1,1.0,0.0,-0.09428571428571428,0.9861111111111112,0.014084507042253502,-2,-1.0
3,0,0,0,0,0,1,-1,0,-1,0.0,5.08,0,0,1,1,0,0,0,0,1,0,0,0,0,1,-1.0,0.0,0.038461538461538464,0.9722222222222223,-0.027380952380952395,1,1.0
3,0,-1,-1,0,-2,3,0,1,0,-7.62,-10.16,-6,0,1,1,0,0,0,1,0,0,0,0,0,1,0.5,-0.5,0.04895104895104896,1.0571428571428572,0.013513513513513598,-1,-0.5
3,1,1,1,1,1,2,-1,0,0,0.0,0.0,7,1,0,1,0,0,0,1,0,0,0,0,0,1,0.0,1.0,0.07045840407470289,1.0,0.0,1,1.0
3,1,1,1,1,1,-2,0,0,1,-5.08,2.54,2,0,0,0,0,1,0,1,0,0,0,1,0,0,1.0,1.0,-0.06641123882503193,0.984375,-0.04712301587301593,0,0.0
5,0,2,-5,-11,4,-45,-5,-5,1,5.08,7.62,6,1,1,0,1,0,0,0,1,0,0,1,0,0,0.5,0.013157894736842146,-1.222222222222222,0.961038961038961,-0.012460512460512385,-7,-0.5
3,-4,-4,0,2,-6,24,0,0,-1,2.54,10.16,7,0,1,1,0,0,0,1,0,0,0,0,0,1,-0.4166666666666667,-0.5,0.9142857142857143,0.9473684210526316,-0.04020467836257302,3,0.41666666666666663
3,1,5,-1,2,-1,4,0,0,1,7.62,-2.54,8,1,1,1,0,0,0,1,0,0,0,1,0,0,-0.04166666666666663,-0.022727272727272707,0.4319775596072932,1.0144927536231885,0.05755693581780563,1,0.041666666666666685
3,0,0,0,0,0,1,0,1,-1,0.0,0.0,9,1,0,1,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.07619047619047618,1.0,0.0,0,0.0
3,1,3,-4,-9,4,-32,0,-2,-3,5.08,2.54,6,1,1,0,1,0,0,0,1,0,0,1,0,0,0.13461538461538458,0.07777777777777783,-0.9625806451612903,0.9861111111111112,0.014475743348982939,-4,-0.13461538461538464
3,0,2,-1,-2,0,-4,0,-2,-1,-2.54,-10.16,-2,0,1,1,0,0,0,0,1,0,0,1,0,0,-0.46666666666666673,-0.08333333333333337,-0.14154411764705882,1.0526315789473684,0.03618421052631582,1,0.4666666666666666
3,0,-1,-1,0,-2,7,-1,0,0,0.0,-7.62,-4,1,1,1,0,0,0,1,0,0,0,0,0,1,0.0,-0.5,0.21931034482758618,1.0394736842105263,0.037475016655562965,0,0.0
3,1,2,-3,-5,3,-21,0,0,0,0.0,7.62,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0.35714285714285715,0.30000000000000004,-0.6309677419354839,0.9577464788732394,-0.041632145816072885,-5,-0.3571428571428571
3,0,1,1,3,-3,15,0,1,0,5.08,5.08,3,1,1,1,0,0,0,1,0,0,0,0,0,1,-0.09999999999999998,-0.375,0.49810246679316883,0.9733333333333333,0.00036529680365293693,2,0.09999999999999998
3,1,0,-1,-1,1,0,-1,0,0,5.08,7.62,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.16666666666666663,0.02857142857142858,0.0,0.9577464788732394,-0.013463131731565992,-1,-0.16666666666666669
3,0,0,-1,-1,0,-2,-1,-1,0,-5.08,-10.16,4,1,1,1,0,0,0,1,0,0,0,0,0,1,-1.0,-0.5,-0.05973715651135006,1.0555555555555556,0.024853801169590684,0,0.0
5,-1,0,-2,-7,2,-7,-1,-4,-3,0.0,-7.62,-5,1,1,0,1,0,0,1,0,0,0,1,0,0,0.0,-0.17894736842105263,-0.28214285714285714,1.0410958904109588,0.04001441961067054,0,0.0
3,1,1,-2,-2,1,-6,0,-2,0,2.54,-2.54,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0.0,0.25,-0.16875,1.0128205128205128,0.024667315806556456,0,0.0
3,0,0,0,0,0,-1,1,0,0,2.54,-5.08,-4,0,1,0,1,0,0,1,0,0,0,0,0,1,0.0,0.0,-0.048717948717948725,1.028169014084507,0.04186764422149325,0,0.0
3,0,-1,-1,-1,0,-3,0,0,0,2.54,5.08,6,1,0,1,0,0,0,1,0,0,0,1,0,0,0.0,-1.0,-0.10344827586206896,0.9701492537313432,-0.01538461538461533,-1,-1.0
3,1,0,-4,-5,4,-19,0,-1,-2,-7.62,0.0,10,1,1,0,1,0,0,1,0,0,0,0,0,1,-0.6,-0.5,-0.536231884057971,1.0,-0.04054054054054046,-2,-0.4
3,0,0,0,0,0,0,0,0,0,2.54,-7.62,-4,0,1,0,1,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,1.0416666666666667,0.053888888888888875,0,0.0
3,0,-2,-2,-2,1,-7,-1,0,-2,-2.54,2.54,5,0,1,1,0,0,0,1,0,0,0,0,0,1,-1.0,-0.6666666666666666,-0.21875,0.9863013698630138,-0.02739726027397249,0,0.0
3,-2,0,1,1,-3,9,0,0,1,10.16,10.16,-9,1,1,1,0,0,0,1,0,0,0,0,0,1,1.0,0.25,0.2647058823529412,0.9459459459459459,0.0038610038610038533,0,0.0
3,0,0,0,0,-1,-2,0,0,0,12.7,5.08,-2,1,1,1,0,0,0,0,1,0,0,0,0,1,0.0,-0.16666666666666669,-0.06985294117647059,0.9736842105263158,0.04018492176386934,0,0.0
3,0,0,0,0,0,0,0,0,0,-7.62,-4.98,-1,1,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,1.0311211098612674,-0.016479076479076538,0,0.0
3,1,0,0,0,1,-1,0,0,0,0.0,0.0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0.0,0.0,-0.04,1.0,0.0,0,0.0
3,0,0,0,0,0,0,0,0,0,7.62,-12.7,-5,0,1,1,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,1.0735294117647058,0.11059629331184528,0,0.0
5,1,2,-1,-1,1,-4,-1,-2,2,5.08,12.7,-3,0,1,1,0,0,0,1,0,0,0,1,0,0,0.09523809523809523,0.0793650793650793,-0.19288793103448276,0.9295774647887323,-0.04225352112676062,-1,-0.09523809523809523
3,0,0,0,1,-1,2,1,3,-1,-2.54,-10.16,3,1,1,1,0,0,0,1,0,0,0,1,0,0,0.3,-0.08333333333333337,0.13703703703703707,1.0571428571428572,0.04054054054054057,-1,-0.30000000000000004
3,1,2,0,-2,0,-2,-1,0,-2,-7.62,-5.08,-2,0,1,1,0,0,0,0,1,0,0,0,0,1,-0.25,-0.16666666666666663,-0.09961685823754785,1.0273972602739727,-0.014429223744292008,0,0.25
3,0,0,0,0,0,2,-1,-1,0,-7.62,-20.32,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1.0,0.0,0.07999999999999999,1.1311475409836065,0.07626514611546698,1,1.0
3,0,0,-2,-7,6,-38,0,1,-4,2.54,2.54,4,0,1,1,0,0,0,1,0,0,0,1,0,0,0.04545454545454547,0.021428571428571352,-1.0804597701149428,0.9859154929577465,0.0006036217303823088,-4,-0.045454545454545414
3,0,0,-2,-6,2,-18,0,-1,-2,0.0,5.08,-4,0,1,1,0,0,0,0,1,0,0,0,0,1,0.375,-0.06060606060606066,-0.7230769230769232,0.9729729729729729,-0.025900900900900914,-3,-0.375
3,1,0,-1,-1,2,-6,-1,-1,0,2.54,2.54,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1.0,-0.25,-0.19354838709677422,0.9850746268656715,0.0,0,0.0
3,1,0,-8,-9,4,-36,-2,-1,0,15.24,10.16,5,1,1,0,1,0,0,1,0,0,0,0,0,1,-0.1111111111111111,-0.6,-1.0,0.9459459459459459,0.02779922779922772,-8,-0.8888888888888888
3,0,0,0,0,0,0,0,0,0,0.0,2.54,3,1,1,0,1,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.9870129870129869,-0.012816131237183948,0,0.0
3,0,0,0,0,0,2,0,0,0,-7.62,7.62,5,0,1,1,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0798611111111111,0.9615384615384616,-0.07641025641025645,0,0.0
5,0,3,-1,-9,6,-36,-1,-1,-6,0.0,5.08,6,0,1,0,1,0,0,0,1,0,0,1,0,0,-0.5384615384615384,0.3157894736842105,-0.910200523103749,0.9729729729729729,-0.027402402402402437,-2,0.5384615384615384
3,-4,-1,4,10,-5,37,1,4,0,-5.08,-2.54,-7,0,1,1,0,0,0,1,0,0,0,0,0,1,-0.4,0.06944444444444442,0.9117117117117116,1.0136986301369864,-0.014068863383931651,6,0.4
3,0,0,0,-1,-1,-2,-1,0,0,0.0,-5.08,10,0,1,1,0,0,0,1,0,0,0,0,0,1,0.5,-0.3333333333333333,0.011428571428571427,1.0273972602739727,0.02630136986301379,-1,-0.5
3,0,0,-2,-2,0,-3,0,-2,0,-2.54,-5.08,-8,0,0,1,0,0,0,1,0,0,0,1,0,0,-1.0,-0.6666666666666666,-0.13348416289592763,1.0298507462686566,0.01449275362318836,0,0.0
3,0,-2,-2,-2,0,-4,0,0,-1,2.54,12.7,1,0,1,1,0,0,0,1,0,0,0,0,0,1,-0.5,-1.0,-0.14285714285714285,0.9342105263157895,-0.051704966641957006,-1,-0.5
3,0,-1,-1,-1,2,-2,-1,0,-1,10.16,2.54,3,0,1,1,0,0,0,1,0,0,0,0,0,1,-0.16666666666666663,0.16666666666666663,-0.037037037037037035,0.9864864864864864,0.04165124028137712,0,0.16666666666666669
3,0,0,-1,-4,2,-14,0,-1,-1,2.54,2.54,4,0,1,0,1,0,0,0,1,0,0,0,0,1,0.4,-0.125,-0.375,0.9859154929577465,0.00020120724346084362,-2,-0.4
3,0,-1,-1,0,-1,1,0,-1,1,-10.16,-20.32,-3,0,1,1,0,0,0,1,0,0,0,0,0,1,0.0,-0.33333333333333337,0.015151515151515166,1.1212121212121213,0.05733005733005736,0,0.0
3,1,0,0,0,1,-4,0,0,0,-5.08,10.16,-3,0,1,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,-0.1642857142857143,0.9459459459459459,-0.08108108108108114,0,0.0
3,0,0,0,0,0,-2,0,0,0,5.08,0.0,10,1,1,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,-0.045714285714285714,1.0,0.028169014084507116,0,0.0
3,0,0,0,0,0,0,0,0,0,-2.54,-7.62,-3,1,1,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,1.0461538461538462,0.02805429864253406,0,0.0
5,0,-2,0,7,-4,32,-2,1,0,-5.08,-5.08,-2,1,1,0,1,0,0,1,0,0,0,1,0,0,-0.38333333333333336,-0.12745098039215685,1.0404761904761906,1.0285714285714285,-0.0007936507936510129,6,0.38333333333333336
5,0,1,1,1,0,3,-1,0,-1,12.7,5.08,0,1,0,1,0,0,0,1,0,0,0,1,0,0,-1.0,0.0,0.1111111111111111,0.9692307692307693,0.047130647130647185,2,1.0
3,0,0,1,1,-3,3,-3,4,1,7.62,15.24,-3,0,1,1,0,0,0,0,1,0,0,1,0,0,0.37878787878787884,-0.11904761904761907,-0.022770398481973375,0.9199999999999999,-0.040000000000000036,-4,-0.3787878787878788
3,1,1,-2,-4,3,-16,-1,-5,0,10.16,20.32,4,1,1,1,0,0,0,1,0,0,0,1,0,0,-0.33333333333333337,-0.038461538461538436,-0.39009287925696595,0.9,-0.04999999999999993,1,0.3333333333333333
3,1,1,-2,-6,4,-28,-1,-1,0,2.54,2.54,5,1,1,1,0,0,0,0,1,0,0,1,0,0,-0.14285714285714285,0.36363636363636365,-0.8322510822510824,0.984375,0.0,-5,0.1428571428571429
3,0,0,-1,1,-3,14,-1,-3,0,2.54,2.54,0,0,1,1,0,0,0,1,0,0,0,0,0,1,-0.3888888888888889,-0.0714285714285714,0.4666666666666668,0.9857142857142857,0.00020703933747401315,4,0.38888888888888884
3,0,-1,-1,-1,-1,0,-1,-1,0,5.08,10.16,-5,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.5,-0.5,-0.03101736972704716,0.949367088607595,-0.023966244725738273,0,0.5
3,1,2,0,-3,3,-17,0,-3,2,5.08,0.0,4,1,1,0,1,0,0,0,0,1,0,0,0,1,0.16666666666666663,0.15000000000000002,-0.5475862068965517,1.0,0.0277777777777779,-2,-0.16666666666666669
3,0,0,-3,-3,0,-7,0,0,0,-2.54,0.0,-4,0,1,1,0,0,0,1,0,0,0,0,0,1,0.0,-0.75,-0.26339285714285715,1.0,-0.01333333333333342,-3,-1.0
3,-1,-2,-2,-3,0,-10,0,0,0,-2.54,-2.54,-4,1,1,1,0,0,0,1,0,0,0,0,0,1,0.0,-0.75,-0.4914285714285714,1.0147058823529411,-0.0006393861892582953,-3,-1.0
3,2,0,0,0,2,-5,0,0,0,-2.54,5.08,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0.0,0.0,-0.17857142857142858,0.9726027397260275,-0.041095890410958735,0,0.0
3,0,0,1,1,0,3,0,0,0,5.08,5.08,-10,1,0,1,0,0,0,1,0,0,0,0,1,0,0.0,0.5,0.08333333333333333,0.9718309859154929,0.0008164931618696025,1,1.0
5,0,-2,-2,-2,0,0,-4,0,-2,-2.54,0.0,-4,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,0.0,-0.026785714285714274,1.0,-0.014705882352941346,0,0.0
3,0,-1,-1,-2,1,-7,0,0,-1,2.54,5.08,-7,1,0,0,1,0,0,1,0,0,0,0,1,0,-0.5,-0.6666666666666666,-0.2692307692307692,0.9710144927536233,-0.01449275362318836,-1,-0.5
3,0,0,-1,7,-3,20,1,1,3,2.54,5.08,-8,0,1,1,0,0,0,1,0,0,0,1,0,0,-0.025000000000000022,0.03678929765886285,0.32432432432432434,0.9726027397260275,-0.01292687632645162,3,0.025000000000000022
3,0,0,0,0,0,2,0,-1,0,0.0,0.0,7,0,1,1,0,0,0,0,1,0,0,0,0,1,-1.0,0.0,0.10955710955710957,1.0,0.0,1,1.0
3,0,-1,-1,9,-7,46,-1,-2,2,-2.54,-12.7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.4017857142857143,-0.20833333333333337,1.4838709677419355,1.0704225352112675,0.051704966641957006,9,0.4017857142857143
3,0,0,-3,-6,2,-14,0,-3,0,-2.54,5.08,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0.0,-0.2153846153846154,-0.3693693693693694,0.9729729729729729,-0.04054054054054057,-3,0.0
3,0,1,1,3,-2,15,-1,1,0,0.0,2.54,-5,1,1,1,0,0,0,1,0,0,0,0,0,1,0.25,0.0714285714285714,0.45905707196029777,0.9866666666666667,-0.013333333333333308,2,-0.25
3,-1,0,-2,-2,-1,0,0,-2,0,-2.54,-10.16,-7,0,1,1,0,0,0,1,0,0,0,0,0,1,-1.0,-0.6666666666666666,-0.01891891891891892,1.0533333333333332,0.03729957805907169,0,0.0
3,0,0,-1,-2,1,-5,0,-1,-1,-5.08,0.0,-1,1,1,1,0,0,0,1,0,0,0,0,0,1,-1.0,-0.5,-0.18226600985221675,1.0,-0.0273972602739726,0,0.0
3,0,0,0,0,0,0,0,0,0,0.0,0.0,2,0,1,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0,0.0
5,-1,0,2,12,-5,25,4,1,8,-2.54,-2.54,0,1,1,0,1,0,0,1,0,0,0,1,0,0,-0.2142857142857143,0.27536231884057977,0.7142857142857143,1.0126582278481013,-0.0006329113924050667,2,0.14285714285714285
3,0,1,-1,-2,-2,3,1,-2,0,-2.54,-5.08,1,1,1,0,1,0,0,1,0,0,0,1,0,0,-0.12698412698412703,-0.18181818181818188,0.1366995073891626,1.0273972602739727,0.012237442922374608,0,0.12698412698412698
3,0,0,-2,-3,0,-7,-1,1,-1,2.54,-7.62,2,1,1,0,1,0,0,0,1,0,0,0,0,1,0.75,-0.30000000000000004,-0.2238095238095238,1.04,0.0507692307692309,-3,-0.75
