RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,BetterRank,Finish,FightStance,label
Chad Laprise,Thibault Gouti,-320.0,290.0,31.25,290.0,2016-08-27,"Vancouver, British Columbia, Canada", Canada,False,Lightweight,MALE,3,2,0,0,0,2,4,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,155.0,2,0,0,3,2,13,1,0,1,2,0,0,0,3,Orthodox,177.8,180.34,170.0,30.0,29.0,0,0,-3,-3,0,-9,-1,0,0,0.0,2.54,1,-40.7,0.0,-0.8,neither,KO/TKO,Closed Stance,0
Nate Diaz,Conor McGregor,115.0,-135.0,115.0,74.0741,2016-08-20,"Las Vegas, Nevada, USA", USA,False,Welterweight,MALE,5,1,0,0,7,1,13,2,0,0,1,6,0,0,7,Southpaw,175.26,187.96,155.0,0,2,0,5,8,52,2,0,1,2,2,9,0,14,Southpaw,182.88,193.04,170.0,31.0,28.0,-1,-2,2,-7,7,-39,0,4,-9,-7.62,-5.08,3,-12.8295,-1.1364,-0.1023,neither,M-DEC,Closed Stance,1
Anthony Johnson,Glover Teixeira,-240.0,200.0,41.6667,200.0,2016-08-20,"Las Vegas, Nevada, USA", USA,False,Light Heavyweight,MALE,3,0,3,0,5,2,22,1,0,0,1,3,3,1,8,Orthodox,187.96,193.04,205.0,0,2,0,3,5,30,1,0,0,2,10,0,0,12,Orthodox,187.96,198.12,205.0,32.0,36.0,0,1,2,-4,3,-8,0,-6,3,0.0,-5.08,-4,17.2176,0.1059,0.4412,Red,KO/TKO,Closed Stance,0
Rick Story,Donald Cerrone,120.0,-140.0,120.0,71.4286,2016-08-20,"Las Vegas, Nevada, USA", USA,False,Welterweight,MALE,3,0,2,0,8,4,43,1,0,0,6,6,5,0,17,Orthodox,185.42,185.42,155.0,0,3,0,6,6,49,0,0,3,5,2,2,0,12,Southpaw,175.26,180.34,170.0,31.0,33.0,0,-1,2,5,2,-6,1,4,3,10.16,5.08,-2,-6.2063,-0.3492,-1.4048,Red,KO/TKO,Open Stance,1
Hyun Gyu Lim,Mike Perry,-275.0,235.0,36.3636,235.0,2016-08-20,"Las Vegas, Nevada, USA", USA,False,Welterweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,170.0,1,0,0,2,2,11,0,0,0,0,3,0,0,3,Orthodox,190.5,195.58,170.0,31.0,24.0,1,0,-2,-3,2,-11,0,-3,0,-12.7,-15.24,7,-47.0,-0.2,-0.2,neither,KO/TKO,Closed Stance,1
Tim Means,Sabah Homasi,-420.0,335.0,23.8095,335.0,2016-08-20,"Las Vegas, Nevada, USA", USA,False,Welterweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,170.0,0,1,0,4,4,26,0,0,1,2,3,1,0,7,Orthodox,187.96,190.5,170.0,32.0,27.0,0,-1,-4,-7,4,-26,0,-3,-1,-5.08,-7.62,5,-42.9091,-0.1818,-0.6364,neither,KO/TKO,Closed Stance,0
Cody Garbrandt,Takeya Mizugaki,-525.0,415.0,19.0476,415.0,2016-08-20,"Las Vegas, Nevada, USA", USA,False,Bantamweight,MALE,3,0,1,0,5,4,33,0,0,3,4,1,0,0,8,Orthodox,170.18,172.72,135.0,0,4,0,4,0,8,0,0,0,1,3,0,0,4,Orthodox,172.72,165.1,135.0,25.0,32.0,0,-3,1,4,-4,25,0,-2,0,-2.54,7.62,-7,13.4167,0.0833,0.3333,Red,KO/TKO,Closed Stance,0
Raquel Pennington,Elizabeth Phillips,-320.0,260.0,31.25,260.0,2016-08-20,"Las Vegas, Nevada, USA", USA,False,Women's Bantamweight,FEMALE,3,0,1,0,1,2,9,0,0,0,1,0,0,0,1,Orthodox,167.64,165.1,135.0,0,2,0,2,2,15,0,0,1,1,0,2,0,4,Orthodox,170.18,170.18,135.0,27.0,30.0,0,-1,-1,-3,0,-6,0,0,-2,-2.54,-5.08,-3,-6.8333,-0.5,-0.3333,Red,U-DEC,Closed Stance,0
Artem Lobov,Chris Avila,-140.0,120.0,71.4286,120.0,2016-08-20,"Las Vegas, Nevada, USA", USA,False,Featherweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,145.0,2,0,0,0,2,6,1,0,0,0,0,0,0,0,Southpaw,175.26,165.1,145.0,30.0,23.0,2,0,0,0,2,-6,-1,0,0,2.54,17.78,7,-12.5,0.0,0.0,neither,U-DEC,Open Stance,0
Randa Markos,Cortney Casey,-155.0,135.0,64.5161,135.0,2016-08-20,"Las Vegas, Nevada, USA", USA,False,Women's Strawweight,FEMALE,3,0,1,0,1,2,7,0,0,0,0,1,0,0,1,Orthodox,170.18,170.18,115.0,0,1,0,1,2,12,0,0,0,2,0,0,0,2,Orthodox,162.56,160.02,115.0,31.0,29.0,0,0,0,-1,0,-5,0,1,0,7.62,10.16,2,3.0833,-0.5,-0.5833,Red,SUB,Closed Stance,1
Neil Magny,Lorenz Larkin,-140.0,120.0,71.4286,120.0,2016-08-20,"Las Vegas, Nevada, USA", USA,False,Welterweight,MALE,3,0,1,0,2,5,22,0,0,1,1,2,0,0,4,Orthodox,180.34,182.88,170.0,0,3,0,7,3,39,0,0,1,5,4,1,0,11,Orthodox,190.5,203.2,170.0,29.0,29.0,0,-2,-5,-7,-2,-17,0,-2,-1,-10.16,-20.32,0,-11.9683,-0.2143,-2.3175,Red,KO/TKO,Closed Stance,1
Colby Covington,Max Griffin,-420.0,335.0,23.8095,335.0,2016-08-20,"Las Vegas, Nevada, USA", USA,False,Welterweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,193.04,170.0,0,1,0,3,1,11,0,0,0,1,1,2,0,4,Orthodox,180.34,182.88,170.0,28.0,30.0,0,-1,-3,-4,1,-11,0,-1,-2,0.0,10.16,-2,-16.2,-0.4,-3.0,neither,KO/TKO,Closed Stance,0
Alberto Uda,Marvin Vettori,145.0,-165.0,145.0,60.6061,2016-08-20,"Las Vegas, Nevada, USA", USA,False,Middleweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,187.96,185.0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,190.5,195.58,185.0,32.0,22.0,1,0,0,0,1,-2,0,0,0,-7.62,-7.62,10,-15.0,0.0,-1.0,neither,SUB,Open Stance,1
Yair Rodriguez,Alex Caceres,-335.0,275.0,29.8507,275.0,2016-08-06,"Salt Lake City, Utah, USA", USA,False,Featherweight,MALE,5,0,2,0,2,7,36,0,0,2,3,0,2,0,7,Southpaw,177.8,185.42,145.0,0,4,0,4,0,11,1,0,1,2,1,0,0,4,Orthodox,180.34,180.34,145.0,23.0,28.0,0,-2,-2,3,-7,25,-1,-1,2,-2.54,5.08,-5,4.6071,-0.8929,-1.1786,Red,S-DEC,Open Stance,0
Dennis Bermudez,Rony Jason,-300.0,250.0,33.3333,250.0,2016-08-06,"Salt Lake City, Utah, USA", USA,False,Featherweight,MALE,3,2,0,0,3,3,12,1,0,0,1,2,1,0,4,Orthodox,170.18,177.8,145.0,0,1,0,7,3,26,1,0,2,3,1,2,0,8,Orthodox,167.64,167.64,155.0,29.0,32.0,-2,-1,-4,-4,0,-14,0,1,-1,2.54,10.16,-3,-29.4416,-0.5195,-2.5714,Red,U-DEC,Closed Stance,0
Thales Leites,Chris Camozzi,-175.0,155.0,57.1429,155.0,2016-08-06,"Salt Lake City, Utah, USA", USA,False,Middleweight,MALE,3,0,3,0,4,7,40,0,0,2,4,1,1,1,9,Orthodox,187.96,193.04,185.0,2,0,0,5,5,39,1,0,1,3,2,4,0,10,Orthodox,185.42,198.12,185.0,34.0,29.0,2,3,-1,-1,-2,1,-1,0,-3,2.54,-5.08,5,20.5083,-0.625,-1.4167,Red,SUB,Closed Stance,0
Santiago Ponzinibbio,Zak Cummings,-110.0,-110.0,90.9091,90.9091,2016-08-06,"Salt Lake City, Utah, USA", USA,False,Welterweight,MALE,3,0,2,0,2,1,10,0,0,0,2,1,1,0,4,Southpaw,182.88,190.5,185.0,0,2,0,2,2,11,0,0,0,1,3,0,0,4,Orthodox,182.88,185.42,170.0,29.0,32.0,0,0,0,0,1,-1,0,-2,1,0.0,5.08,-3,-9.8,0.6,1.0333,neither,U-DEC,Open Stance,0
Maryna Moroz,Danielle Taylor,-275.0,235.0,36.3636,235.0,2016-08-06,"Salt Lake City, Utah, USA", USA,False,Women's Strawweight,FEMALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,152.4,152.4,115.0,0,1,0,1,1,7,0,0,0,1,0,1,0,2,Orthodox,170.18,170.18,125.0,24.0,26.0,0,-1,-1,-2,1,-7,0,0,-1,-17.78,-17.78,-2,-34.0,-0.6667,-0.3333,Red,S-DEC,Closed Stance,0
Court McGee,Dominique Steele,-150.0,130.0,66.6667,130.0,2016-08-06,"Salt Lake City, Utah, USA", USA,False,Welterweight,MALE,3,1,0,0,1,2,7,0,0,0,0,1,0,0,1,Orthodox,177.8,187.96,170.0,1,0,0,3,4,27,1,0,1,3,0,2,0,6,Orthodox,180.34,190.5,170.0,31.0,28.0,0,0,-2,-5,2,-20,-1,1,-2,-2.54,-2.54,3,-47.1,-0.5,1.5333,neither,U-DEC,Closed Stance,0
Viktor Pesta,Marcin Tybura,-110.0,-110.0,90.9091,90.9091,2016-08-06,"Salt Lake City, Utah, USA", USA,False,Heavyweight,MALE,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,190.5,198.12,249.0,1,0,0,1,2,9,0,0,0,1,0,0,0,1,Orthodox,190.5,195.58,240.0,26.0,30.0,0,0,-1,-1,1,-6,0,0,0,0.0,2.54,-4,25.0,0.0,-2.3333,neither,KO/TKO,Closed Stance,1
David Teymur,Jason Novelli,-140.0,120.0,71.4286,120.0,2016-08-06,"Salt Lake City, Utah, USA", USA,False,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,155.0,0,1,0,1,0,2,0,0,0,0,1,0,0,1,Southpaw,175.26,185.42,155.0,27.0,37.0,0,-1,-1,-1,0,-2,0,-1,0,7.62,5.08,-10,-38.0,0.0,-1.0,neither,KO/TKO,Open Stance,0
Teruto Ishihara,Horacio Gutierrez,-230.0,190.0,43.4783,190.0,2016-08-06,"Salt Lake City, Utah, USA", USA,False,Featherweight,MALE,3,1,0,0,0,1,3,1,0,0,0,0,0,0,0,Orthodox,177.8,175.26,145.0,0,1,0,1,1,5,0,0,0,0,1,0,0,1,Southpaw,170.18,175.26,135.0,25.0,25.0,-1,-1,-1,-1,0,-2,1,-1,0,7.62,0.0,0,-47.5,0.0,0.0,neither,KO/TKO,Open Stance,0
Cub Swanson,Tatsuya Kawajiri,-330.0,270.0,30.303,270.0,2016-08-06,"Salt Lake City, Utah, USA", USA,False,Featherweight,MALE,3,1,0,0,2,2,14,0,0,0,2,0,1,0,3,Orthodox,170.18,175.26,145.0,0,1,0,6,3,29,0,0,0,3,4,0,0,7,Orthodox,172.72,177.8,145.0,32.0,38.0,-1,-1,-4,-4,1,-15,0,-4,1,-2.54,-2.54,-6,-24.6,0.3,2.4,Red,U-DEC,Closed Stance,0
Chase Sherman,Justin Ledet,100.0,-120.0,100.0,83.3333,2016-08-06,"Salt Lake City, Utah, USA", USA,False,Heavyweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,193.04,203.2,205.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,193.04,198.12,250.0,26.0,27.0,0,0,0,0,0,0,0,0,0,0.0,5.08,-1,0.0,0.0,0.0,neither,U-DEC,Closed Stance,1
Robbie Lawler,Tyron Woodley,-120.0,100.0,83.3333,100.0,2016-07-30,"Atlanta, Georgia, USA", USA,True,Welterweight,MALE,5,0,2,0,2,2,14,0,0,1,0,4,0,0,5,Orthodox,175.26,187.96,170.0,0,5,0,5,4,48,4,0,3,3,6,0,0,12,Southpaw,180.34,187.96,170.0,34.0,34.0,0,-3,-3,-7,2,-34,-4,-2,0,-5.08,0.0,0,-25.8393,0.0,-0.5714,Red,KO/TKO,Open Stance,1
Rose Namajunas,Karolina Kowalkiewicz,-190.0,165.0,52.6316,165.0,2016-07-30,"Atlanta, Georgia, USA", USA,False,Women's Strawweight,FEMALE,3,0,2,0,2,0,6,0,0,0,2,0,0,0,2,Orthodox,160.02,162.56,115.0,0,3,0,3,1,12,1,0,0,1,0,2,0,3,Orthodox,165.1,165.1,115.0,24.0,30.0,0,-1,-1,-1,1,-6,-1,0,-2,-5.08,-2.54,-6,56.5,-1.25,-3.0,Red,S-DEC,Closed Stance,1
Matt Brown,Jake Ellenberger,-310.0,255.0,32.2581,255.0,2016-07-30,"Atlanta, Georgia, USA", USA,False,Welterweight,MALE,3,2,0,0,6,7,35,0,0,1,2,4,1,1,9,Orthodox,175.26,180.34,170.0,1,0,0,7,8,49,0,0,0,2,9,2,0,13,Orthodox,182.88,190.5,170.0,35.0,31.0,-1,0,-1,-4,1,-14,0,-4,-1,-7.62,-10.16,4,-13.0149,-0.8452,0.2798,Red,KO/TKO,Closed Stance,1
Francisco Rivera,Erik Perez,130.0,-150.0,130.0,66.6667,2016-07-30,"Atlanta, Georgia, USA", USA,False,Bantamweight,MALE,3,0,1,0,3,2,14,0,0,0,2,2,1,0,5,Orthodox,172.72,172.72,135.0,2,0,0,2,6,21,0,0,0,1,3,0,0,4,Orthodox,172.72,172.72,135.0,34.0,26.0,2,1,1,1,4,-7,0,-1,1,0.0,0.0,8,-8.7429,-0.2571,1.3,neither,U-DEC,Closed Stance,1
Ryan Benoit,Fredy Serrano,-105.0,-115.0,95.2381,86.9565,2016-07-30,"Atlanta, Georgia, USA", USA,False,Flyweight,MALE,3,0,2,0,2,0,4,0,0,0,0,2,0,0,2,Orthodox,160.02,165.1,125.0,1,0,0,1,2,5,0,0,0,0,1,0,0,1,Orthodox,165.1,172.72,125.0,26.0,36.0,1,2,1,1,2,-1,0,1,0,-5.08,-7.62,-10,-4.1667,-0.3333,1.1667,neither,S-DEC,Closed Stance,0
Nikita Krylov,Ed Herman,-240.0,200.0,41.6667,200.0,2016-07-30,"Atlanta, Georgia, USA", USA,False,Light Heavyweight,MALE,3,0,1,0,3,8,39,1,0,1,2,3,4,0,10,Orthodox,185.42,195.58,205.0,0,4,0,4,2,10,0,0,0,0,2,3,0,5,Orthodox,190.5,195.58,205.0,24.0,35.0,0,-3,-1,5,-6,29,1,1,1,-5.08,0.0,-11,-0.0635,0.0079,1.6667,Red,KO/TKO,Closed Stance,0
Ross Pearson,Jorge Masvidal,225.0,-265.0,225.0,37.7358,2016-07-30,"Atlanta, Georgia, USA", USA,False,Welterweight,MALE,3,2,0,0,3,4,29,0,0,0,4,1,1,0,6,Orthodox,180.34,187.96,170.0,1,0,0,3,9,51,1,0,2,4,4,0,1,11,Orthodox,172.72,175.26,155.0,31.0,31.0,-1,0,0,-5,5,-22,-1,-4,1,7.62,12.7,0,10.25,0.7,0.75,neither,U-DEC,Closed Stance,1
Anthony Hamilton,Damian Grabowski,-135.0,115.0,74.0741,115.0,2016-07-30,"Atlanta, Georgia, USA", USA,False,Heavyweight,MALE,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,241.0,1,0,0,1,3,10,0,0,0,1,1,0,0,2,Orthodox,195.58,193.04,260.0,36.0,36.0,0,0,-1,-2,2,-9,0,-1,0,-10.16,-2.54,0,-37.2,0.0,-1.6,neither,KO/TKO,Closed Stance,0
Wilson Reis,Hector Sandoval,-360.0,300.0,27.7778,300.0,2016-07-30,"Atlanta, Georgia, USA", USA,False,Flyweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,157.48,162.56,125.0,0,1,0,2,2,16,0,0,0,3,0,1,0,4,Southpaw,162.56,165.1,125.0,31.0,30.0,0,-1,-2,-4,2,-16,0,0,-1,-5.08,-2.54,1,-27.8333,-0.3333,-4.3333,Red,SUB,Open Stance,0
Cesar Arzamendia,Damien Brown,-105.0,-115.0,95.2381,86.9565,2016-07-30,"Atlanta, Georgia, USA", USA,False,Lightweight,MALE,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,177.8,172.72,155.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,180.34,180.34,155.0,25.0,31.0,0,0,0,0,0,2,0,0,0,-2.54,-7.62,-6,-1.0,1.0,-2.0,neither,KO/TKO,Closed Stance,1
Holly Holm,Valentina Shevchenko,-190.0,165.0,52.6316,165.0,2016-07-23,"Chicago, Illinois, USA", USA,False,Women's Bantamweight,FEMALE,5,1,0,0,1,1,6,0,0,1,0,0,0,0,1,Southpaw,165.1,167.64,125.0,1,0,0,3,1,13,2,0,1,1,1,0,0,3,Southpaw,172.72,175.26,145.0,34.0,28.0,0,0,-2,-2,0,-7,-2,-1,0,-7.62,-7.62,6,-21.5,0.0,2.0,Red,U-DEC,Closed Stance,1
Edson Barboza,Gilbert Melendez,-255.0,215.0,39.2157,215.0,2016-07-23,"Chicago, Illinois, USA", USA,False,Lightweight,MALE,3,2,0,0,1,3,13,2,0,0,1,0,0,0,1,Orthodox,175.26,185.42,145.0,0,1,0,4,4,35,0,1,1,4,5,0,0,11,Orthodox,180.34,190.5,155.0,30.0,34.0,-2,-1,-3,-10,1,-22,2,-5,0,-5.08,-5.08,-4,9.35,-0.0667,0.35,Red,U-DEC,Closed Stance,0
Francis Ngannou,Bojan Mihajlovic,-600.0,450.0,16.6667,450.0,2016-07-23,"Chicago, Illinois, USA", USA,False,Heavyweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,205.0,0,2,0,2,0,4,0,0,0,0,1,0,1,2,Orthodox,193.04,210.82,250.0,29.0,36.0,0,-2,-2,-2,0,-4,0,-2,0,-12.7,-25.4,-7,-30.5,0.0,0.0,neither,KO/TKO,Closed Stance,0
Felice Herrig,Kailin Curran,125.0,-145.0,125.0,68.9655,2016-07-23,"Chicago, Illinois, USA", USA,False,Women's Strawweight,FEMALE,3,0,1,0,1,2,8,0,0,0,0,0,1,0,1,Orthodox,162.56,165.1,115.0,1,0,0,1,1,5,0,0,0,0,0,1,0,1,Orthodox,162.56,165.1,115.0,31.0,25.0,1,1,0,0,-1,3,0,0,0,0.0,0.0,6,25.3333,-1.3333,2.1667,neither,SUB,Closed Stance,0
Frankie Saenz,Eddie Wineland,-155.0,135.0,64.5161,135.0,2016-07-23,"Chicago, Illinois, USA", USA,False,Bantamweight,MALE,3,2,0,0,2,5,19,1,0,1,0,2,0,0,3,Orthodox,170.18,175.26,135.0,1,0,0,3,1,12,0,0,1,2,0,0,0,3,Orthodox,167.64,167.64,135.0,35.0,32.0,-1,0,-1,0,-4,7,1,2,0,2.54,7.62,3,-25.625,-0.25,-2.0,Red,KO/TKO,Closed Stance,1
Darren Elkins,Godofredo Pepey,-240.0,200.0,41.6667,200.0,2016-07-23,"Chicago, Illinois, USA", USA,False,Featherweight,MALE,3,0,3,0,3,3,11,1,0,1,0,1,2,0,4,Orthodox,170.18,185.42,145.0,0,2,0,5,4,34,0,0,1,7,2,0,0,10,Orthodox,177.8,180.34,145.0,32.0,29.0,0,1,-2,-6,1,-23,1,-1,2,-7.62,5.08,3,-22.8571,-0.6429,-1.9286,Red,U-DEC,Closed Stance,0
Kamaru Usman,Alexander Yakovlev,-250.0,210.0,40.0,210.0,2016-07-23,"Chicago, Illinois, USA", USA,False,Welterweight,MALE,3,0,2,0,2,2,10,0,0,0,1,1,0,0,2,Southpaw,190.5,187.96,155.0,0,2,0,2,0,5,1,0,0,1,0,1,0,2,Switch,182.88,193.04,170.0,29.0,32.0,0,0,0,0,-2,5,-1,1,-1,7.62,-5.08,-3,-3.5,-0.5,-4.75,neither,U-DEC,Open Stance,0
Michel Prazeres,JC Cottrell,-220.0,180.0,45.4545,180.0,2016-07-23,"Chicago, Illinois, USA", USA,False,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,155.0,0,1,0,2,2,15,0,0,2,1,0,0,0,3,Orthodox,167.64,170.18,170.0,34.0,26.0,0,-1,-2,-3,2,-15,0,0,0,7.62,10.16,8,-27.4,0.0,-3.4,neither,U-DEC,Closed Stance,0
Alex Oliveira,James Moontasri,-220.0,180.0,45.4545,180.0,2016-07-23,"Chicago, Illinois, USA", USA,False,Welterweight,MALE,3,0,1,0,1,2,7,0,0,0,0,1,1,0,2,Switch,177.8,180.34,170.0,1,0,0,3,2,11,0,0,0,1,1,1,0,3,Orthodox,180.34,193.04,170.0,28.0,28.0,1,1,-2,-1,0,-4,0,0,0,-2.54,-12.7,0,1.2,-0.35,-1.6,neither,U-DEC,Open Stance,0
Jim Alers,Jason Knight,-120.0,100.0,83.3333,100.0,2016-07-23,"Chicago, Illinois, USA", USA,False,Featherweight,MALE,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,145.0,2,0,0,1,2,7,0,0,1,0,0,0,0,1,Orthodox,175.26,180.34,145.0,29.0,24.0,1,0,-1,-1,1,-4,0,0,0,2.54,0.0,5,-3.3333,0.6667,-1.0,neither,S-DEC,Closed Stance,1
Luis Henrique,Dmitrii Smoliakov,105.0,-125.0,105.0,80.0,2016-07-23,"Chicago, Illinois, USA", USA,False,Heavyweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Switch,187.96,187.96,253.0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,187.96,187.96,243.0,22.0,33.0,1,0,0,0,1,-2,0,0,0,0.0,0.0,-11,-5.0,0.0,-1.0,neither,SUB,Open Stance,0
Michael McDonald,John Lineker,-115.0,-105.0,86.9565,95.2381,2016-07-13,"Sioux Falls, South Dakota, USA", USA,False,Bantamweight,MALE,5,0,4,0,4,2,23,0,0,0,3,4,1,0,8,Orthodox,160.02,170.18,135.0,0,1,0,4,2,18,1,0,1,1,2,2,0,6,Orthodox,175.26,177.8,135.0,25.0,26.0,0,3,0,2,0,5,-1,2,-1,-15.24,-7.62,-1,31.55,-0.275,-0.25,Red,KO/TKO,Closed Stance,1
Tony Ferguson,Lando Vannata,-800.0,550.0,12.5,550.0,2016-07-13,"Sioux Falls, South Dakota, USA", USA,False,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,155.0,0,7,0,7,1,21,1,0,1,2,2,4,1,10,Orthodox,180.34,193.04,155.0,32.0,24.0,0,-7,-7,-10,1,-21,-1,-3,-4,-5.08,-12.7,8,-36.2727,-0.9091,-0.5455,Red,SUB,Closed Stance,0
Tim Boetsch,Josh Samman,205.0,-245.0,205.0,40.8163,2016-07-13,"Sioux Falls, South Dakota, USA", USA,False,Middleweight,MALE,3,1,0,0,3,1,8,0,0,0,0,2,1,0,3,Orthodox,190.5,200.66,185.0,3,0,0,4,9,41,0,0,2,3,4,0,0,9,Orthodox,182.88,187.96,185.0,35.0,28.0,2,0,-1,-6,8,-33,0,-2,1,7.62,12.7,7,-9.8611,-0.3611,-0.3056,neither,KO/TKO,Closed Stance,0
Aleksei Oleinik,Daniel Omielanczuk,-185.0,160.0,54.0541,160.0,2016-07-13,"Sioux Falls, South Dakota, USA", USA,False,Heavyweight,MALE,3,0,2,0,2,2,13,0,1,0,0,2,0,0,3,Southpaw,182.88,187.96,247.0,0,2,0,2,0,2,0,0,0,0,1,1,0,2,Orthodox,187.96,203.2,240.0,39.0,33.0,0,0,0,1,-2,11,0,1,-1,-5.08,-15.24,6,25.9,-0.3,0.1,neither,M-DEC,Open Stance,1
Kyle Noke,Keita Nakamura,-155.0,135.0,64.5161,135.0,2016-07-13,"Sioux Falls, South Dakota, USA", USA,False,Welterweight,MALE,3,1,0,0,1,4,15,0,0,0,0,0,1,0,1,Southpaw,180.34,185.42,170.0,1,0,0,3,4,20,0,0,1,0,3,2,0,6,Southpaw,185.42,193.04,170.0,36.0,32.0,0,0,-2,-5,0,-5,0,-3,-1,-5.08,-7.62,4,0.5,0.2,0.9,neither,SUB,Closed Stance,1
Louis Smolka,Ben Nguyen,105.0,-125.0,105.0,80.0,2016-07-13,"Sioux Falls, South Dakota, USA", USA,False,Flyweight,MALE,3,0,2,0,2,0,2,0,0,0,0,1,1,0,2,Switch,165.1,165.1,125.0,0,3,0,3,1,14,0,0,0,2,1,1,0,4,Orthodox,175.26,172.72,135.0,24.0,27.0,0,-1,-1,-2,1,-12,0,0,0,-10.16,-7.62,-3,-37.6,-0.6,-1.6,Red,KO/TKO,Open Stance,0
Lauren Murphy,Katlyn Chookagian,-170.0,150.0,58.8235,150.0,2016-07-13,"Sioux Falls, South Dakota, USA", USA,False,Women's Bantamweight,FEMALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,172.72,125.0,0,1,0,1,2,9,0,0,0,0,1,0,0,1,Orthodox,170.18,170.18,125.0,32.0,27.0,0,-1,-1,-1,2,-9,0,-1,0,5.08,2.54,5,-63.0,0.0,-1.0,Red,U-DEC,Closed Stance,1
Eric Spicely,Sam Alvey,235.0,-275.0,235.0,36.3636,2016-07-13,"Sioux Falls, South Dakota, USA", USA,False,Middleweight,MALE,3,2,0,0,3,3,10,0,0,0,0,3,0,0,3,Southpaw,187.96,190.5,205.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,185.42,185.0,29.0,30.0,-2,0,3,3,-3,10,0,3,0,2.54,5.08,-1,21.3333,0.0,0.0,neither,SUB,Open Stance,1
Cortney Casey,Cristina Stanciu,140.0,-160.0,140.0,62.5,2016-07-13,"Sioux Falls, South Dakota, USA", USA,False,Women's Strawweight,FEMALE,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,160.02,162.56,115.0,2,0,0,0,2,6,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,115.0,29.0,22.0,1,0,0,0,1,-3,0,0,0,-10.16,-7.62,7,-28.5,2.0,1.0,neither,KO/TKO,Closed Stance,0
Scott Holtzman,Cody Pfister,-260.0,220.0,38.4615,220.0,2016-07-13,"Sioux Falls, South Dakota, USA", USA,False,Lightweight,MALE,3,1,0,0,1,2,7,0,0,0,1,0,0,0,1,Orthodox,177.8,185.42,155.0,1,0,0,1,1,6,0,0,0,0,0,1,0,1,Orthodox,175.26,175.26,155.0,32.0,26.0,0,0,0,0,-1,1,0,0,-1,2.54,10.16,6,-43.8333,-0.5,0.8333,neither,U-DEC,Closed Stance,0
