RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,BetterRank,Finish,FightStance,label
Hacran Dias,Andre Fili,-150.0,130.0,66.6667,130.0,2016-10-01,"Portland, Oregon, USA", USA,False,Featherweight,MALE,3,1,0,0,1,3,12,0,0,0,1,2,0,0,3,Orthodox,180.34,187.96,145.0,1,0,0,2,3,18,0,0,1,2,0,0,0,3,Orthodox,172.72,175.26,155.0,32.0,26.0,0,0,-1,0,0,-6,0,2,0,7.62,12.7,6,-3.8333,-0.1667,-0.8333,Red,U-DEC,Closed Stance,1
Shamil Abdurakhimov,Walt Harris,-145.0,125.0,68.9655,125.0,2016-10-01,"Portland, Oregon, USA", USA,False,Heavyweight,MALE,3,0,1,0,1,3,7,0,0,0,0,1,0,0,1,Southpaw,195.58,195.58,250.0,0,1,0,1,1,4,0,0,0,1,0,0,0,1,Orthodox,190.5,193.04,235.0,35.0,33.0,0,0,0,0,-2,3,0,1,0,5.08,2.54,2,-17.5,0.0,0.0,neither,S-DEC,Open Stance,0
Keita Nakamura,Elizeu Zaleski dos Santos,-125.0,105.0,80.0,105.0,2016-10-01,"Portland, Oregon, USA", USA,False,Welterweight,MALE,3,0,1,0,1,1,6,0,0,0,0,1,0,0,1,Orthodox,180.34,185.42,170.0,0,1,0,1,4,17,0,0,0,0,0,2,0,2,Southpaw,180.34,185.42,170.0,32.0,29.0,0,0,0,-1,3,-11,0,1,-2,0.0,0.0,3,32.5,-0.1667,-1.5,neither,U-DEC,Open Stance,1
Nate Marquardt,Tamdan McCrory,140.0,-160.0,140.0,62.5,2016-10-01,"Portland, Oregon, USA", USA,False,Middleweight,MALE,3,1,0,0,1,4,16,0,0,0,1,1,2,0,4,Switch,193.04,198.12,185.0,1,0,0,4,9,43,1,0,0,4,5,3,0,12,Orthodox,182.88,187.96,185.0,37.0,29.0,0,0,-3,-8,5,-27,-1,-4,-1,10.16,10.16,8,-5.3333,0.7083,-0.006,neither,KO/TKO,Open Stance,0
Jonathan Wilson,Ion Cutelaba,100.0,-120.0,100.0,83.3333,2016-10-01,"Portland, Oregon, USA", USA,False,Light Heavyweight,MALE,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Southpaw,185.42,190.5,205.0,1,0,0,1,1,3,0,0,0,0,1,0,0,1,Southpaw,187.96,190.5,205.0,29.0,22.0,0,0,-1,-1,0,0,0,-1,0,-2.54,0.0,7,-11.0,0.0,-0.5,neither,U-DEC,Closed Stance,1
Cody East,Curtis Blaydes,195.0,-235.0,195.0,42.5532,2016-10-01,"Portland, Oregon, USA", USA,False,Heavyweight,MALE,3,1,0,0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,193.04,203.2,265.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,190.5,187.96,245.0,28.0,25.0,0,0,0,0,0,1,0,0,0,2.54,15.24,3,-2.0,0.0,2.0,neither,KO/TKO,Closed Stance,1
Kelly Faszholz,Ketlen Vieira,-115.0,-105.0,86.9565,95.2381,2016-10-01,"Portland, Oregon, USA", USA,False,Women's Bantamweight,FEMALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,172.72,135.0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,172.72,170.18,135.0,31.0,25.0,1,0,0,0,1,-3,0,0,0,0.0,2.54,6,-76.0,0.0,0.0,neither,S-DEC,Closed Stance,1
Renan Barao,Phillipe Nover,-640.0,470.0,15.625,470.0,2016-09-24,"Brasilia, Distrito Federal, Brazil", Brazil,False,Featherweight,MALE,3,1,0,0,1,4,13,1,0,1,0,0,0,0,1,Orthodox,175.26,182.88,145.0,2,0,0,7,3,34,6,0,0,3,2,3,0,8,Orthodox,167.64,177.8,135.0,29.0,32.0,1,0,-6,-7,-1,-21,-5,-2,-3,7.62,5.08,-3,-38.0182,0.5273,-0.0727,neither,U-DEC,Closed Stance,0
Roy Nelson,Antonio Silva,-420.0,335.0,23.8095,335.0,2016-09-24,"Brasilia, Distrito Federal, Brazil", Brazil,False,Heavyweight,MALE,3,2,0,0,2,7,17,1,0,0,0,3,0,0,3,Orthodox,193.04,203.2,264.0,1,0,0,3,9,40,1,0,0,1,7,0,0,8,Orthodox,182.88,182.88,263.0,40.0,37.0,-1,0,-1,-5,2,-23,0,-4,0,10.16,20.32,3,-5.1235,-0.0588,-0.8824,Red,KO/TKO,Closed Stance,0
Francisco Trinaldo,Paul Felder,-155.0,135.0,64.5161,135.0,2016-09-24,"Brasilia, Distrito Federal, Brazil", Brazil,False,Lightweight,MALE,3,0,2,0,2,2,17,0,0,1,1,1,1,0,4,Orthodox,180.34,177.8,155.0,0,6,0,6,3,31,0,0,1,5,2,2,0,10,Southpaw,175.26,177.8,155.0,38.0,32.0,0,-4,-4,-6,1,-14,0,-1,-1,5.08,0.0,6,7.9487,0.1154,-0.3462,neither,KO/TKO,Open Stance,0
Thiago Santos,Eric Spicely,-800.0,550.0,12.5,550.0,2016-09-24,"Brasilia, Distrito Federal, Brazil", Brazil,False,Middleweight,MALE,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,185.42,185.42,185.0,1,0,0,4,3,12,0,0,0,1,4,0,0,5,Orthodox,187.96,193.04,205.0,32.0,29.0,0,0,-4,-5,2,-11,0,-4,0,-2.54,-7.62,3,-11.375,0.0,-0.125,Red,SUB,Closed Stance,1
Godofredo Pepey,Mike de la Torre,-110.0,-110.0,90.9091,90.9091,2016-09-24,"Brasilia, Distrito Federal, Brazil", Brazil,False,Featherweight,MALE,3,0,1,0,1,3,9,0,0,1,0,1,0,0,2,Orthodox,180.34,180.34,145.0,1,0,0,3,4,14,1,0,1,0,1,2,0,4,Orthodox,170.18,185.42,145.0,29.0,30.0,1,1,-2,-2,1,-5,-1,0,-2,10.16,-5.08,-1,11.775,-0.75,0.075,neither,SUB,Closed Stance,0
Gilbert Burns,Michel Prazeres,-245.0,205.0,40.8163,205.0,2016-09-24,"Brasilia, Distrito Federal, Brazil", Brazil,False,Lightweight,MALE,3,0,2,0,2,2,18,0,0,2,2,0,0,0,4,Orthodox,167.64,170.18,170.0,0,1,0,3,1,11,0,0,0,1,0,3,0,4,Orthodox,177.8,180.34,155.0,30.0,35.0,0,1,-1,0,-1,7,0,0,-3,-10.16,-10.16,-5,9.0333,-0.8333,2.4,neither,U-DEC,Closed Stance,1
Rani Yahya,Michinori Tanaka,-105.0,-115.0,95.2381,86.9565,2016-09-24,"Brasilia, Distrito Federal, Brazil", Brazil,False,Bantamweight,MALE,3,0,1,0,1,1,9,0,0,1,1,0,0,0,2,Orthodox,165.1,170.18,135.0,0,3,0,3,3,25,0,0,1,3,0,3,0,7,Orthodox,167.64,170.18,135.0,32.0,25.0,0,-2,-2,-5,2,-16,0,0,-3,-2.54,0.0,7,15.3333,-1.0667,0.7,neither,U-DEC,Closed Stance,0
Jussier Formiga,Dustin Ortiz,-210.0,175.0,47.619,175.0,2016-09-24,"Brasilia, Distrito Federal, Brazil", Brazil,False,Flyweight,MALE,3,1,0,0,2,3,21,0,0,2,0,2,0,0,4,Orthodox,165.1,165.1,125.0,1,0,0,3,3,16,0,0,0,3,0,1,0,4,Orthodox,165.1,170.18,125.0,31.0,27.0,0,0,-1,0,0,5,0,2,-1,0.0,-5.08,4,36.8571,0.0,0.8571,Red,U-DEC,Closed Stance,0
Erick Silva,Luan Chagas,130.0,-150.0,130.0,66.6667,2016-09-24,"Brasilia, Distrito Federal, Brazil", Brazil,False,Welterweight,MALE,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,170.0,2,0,0,2,6,20,0,0,0,0,2,4,0,6,Orthodox,182.88,187.96,170.0,32.0,23.0,1,0,-2,-6,5,-17,0,-2,-4,0.0,2.54,9,32.0,-0.6667,-0.5,neither,SUB,Closed Stance,0
Alan Patrick,Stevie Ray,145.0,-165.0,145.0,60.6061,2016-09-24,"Brasilia, Distrito Federal, Brazil", Brazil,False,Lightweight,MALE,3,0,3,0,3,0,6,0,0,0,1,2,0,0,3,Southpaw,177.8,177.8,155.0,0,1,0,2,1,9,0,0,0,2,1,0,0,3,Southpaw,180.34,187.96,155.0,33.0,26.0,0,2,1,0,1,-3,0,1,0,-2.54,-10.16,7,8.1667,0.4167,-1.6667,neither,U-DEC,Closed Stance,0
Vicente Luque,Hector Urbina,-580.0,440.0,17.2414,440.0,2016-09-24,"Brasilia, Distrito Federal, Brazil", Brazil,False,Welterweight,MALE,3,1,0,0,1,1,4,0,0,0,0,0,1,0,1,Orthodox,180.34,185.42,170.0,0,2,0,2,1,6,0,0,0,0,0,2,0,2,Orthodox,180.34,190.5,170.0,24.0,29.0,-1,-2,-1,-1,0,-2,0,0,-1,0.0,-5.08,-5,-14.6667,1.5,-1.3333,neither,KO/TKO,Closed Stance,0
Dustin Poirier,Michael Johnson,-165.0,145.0,60.6061,145.0,2016-09-17,"Hidalgo, Texas, USA", USA,False,Lightweight,MALE,5,2,0,0,4,6,36,1,0,0,5,3,0,0,8,Southpaw,177.8,185.42,145.0,0,4,0,4,3,30,0,0,0,4,5,3,0,12,Southpaw,175.26,182.88,155.0,27.0,30.0,-2,-4,0,-4,-3,6,1,-2,-3,2.54,2.54,-3,3.5619,-0.6,-0.5667,Red,KO/TKO,Closed Stance,1
Uriah Hall,Derek Brunson,160.0,-185.0,160.0,54.0541,2016-09-17,"Hidalgo, Texas, USA", USA,False,Middleweight,MALE,3,0,4,0,4,1,13,0,0,0,2,3,1,0,6,Southpaw,185.42,195.58,185.0,1,0,0,3,4,20,1,0,0,1,2,0,2,5,Orthodox,182.88,200.66,185.0,32.0,32.0,1,4,1,1,3,-7,-1,-1,1,2.54,-5.08,0,-10.4762,0.2063,0.7937,Red,KO/TKO,Open Stance,1
Evan Dunham,Rick Glenn,-340.0,280.0,29.4118,280.0,2016-09-17,"Hidalgo, Texas, USA", USA,False,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,177.8,145.0,0,3,0,4,6,40,0,0,3,4,1,1,1,10,Southpaw,177.8,177.8,155.0,34.0,27.0,0,-3,-4,-10,6,-40,0,-2,-1,5.08,0.0,7,-63.5,-0.8125,-1.4375,Red,U-DEC,Closed Stance,0
Roan Carneiro,Kenny Robertson,100.0,-120.0,100.0,83.3333,2016-09-17,"Hidalgo, Texas, USA", USA,False,Welterweight,MALE,3,1,0,0,3,4,17,0,0,0,1,1,2,0,4,Orthodox,177.8,187.96,170.0,1,0,0,1,4,14,0,0,0,1,1,1,0,3,Orthodox,180.34,187.96,170.0,38.0,32.0,0,0,2,1,0,3,0,0,1,-2.54,0.0,6,25.8036,-0.6607,-1.2857,neither,S-DEC,Closed Stance,0
Chris Wade,Islam Makhachev,115.0,-135.0,115.0,74.0741,2016-09-17,"Hidalgo, Texas, USA", USA,False,Lightweight,MALE,3,1,0,0,1,1,3,0,0,0,0,0,1,0,1,Orthodox,177.8,177.8,155.0,1,0,0,4,1,11,0,0,0,2,0,2,0,4,Orthodox,177.8,177.8,155.0,28.0,24.0,0,0,-3,-3,0,-8,0,0,-1,0.0,0.0,4,-3.8,0.1,-0.7,neither,U-DEC,Closed Stance,1
Chas Skelly,Maximo Blanco,-150.0,130.0,66.6667,130.0,2016-09-17,"Hidalgo, Texas, USA", USA,False,Featherweight,MALE,3,1,0,0,3,4,18,0,0,0,3,1,0,0,4,Orthodox,172.72,180.34,145.0,1,0,0,4,2,14,0,0,0,1,1,2,0,4,Orthodox,180.34,182.88,145.0,31.0,32.0,0,0,-1,0,-2,4,0,0,-2,-7.62,-2.54,-1,23.0417,-1.75,0.2083,neither,SUB,Closed Stance,0
Gabriel Benitez,Sam Sicilia,100.0,-120.0,100.0,83.3333,2016-09-17,"Hidalgo, Texas, USA", USA,False,Featherweight,MALE,3,1,0,0,2,5,20,0,0,0,2,3,0,0,5,Orthodox,172.72,170.18,145.0,1,0,0,2,1,7,0,0,0,1,0,1,0,2,Southpaw,172.72,180.34,145.0,28.0,30.0,0,0,0,3,-4,13,0,3,-1,0.0,-10.16,-2,-8.7333,-1.4,1.0,neither,SUB,Open Stance,0
Augusto Montano,Belal Muhammad,375.0,-470.0,375.0,21.2766,2016-09-17,"Hidalgo, Texas, USA", USA,False,Welterweight,MALE,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,170.0,1,0,0,1,1,4,0,0,0,0,1,0,0,1,Orthodox,185.42,185.42,170.0,31.0,28.0,0,0,-1,-1,0,-1,0,-1,0,-5.08,-2.54,3,51.5,0.0,2.0,neither,KO/TKO,Closed Stance,1
Jose Quinonez,Joey Gomez,125.0,-145.0,125.0,68.9655,2016-09-17,"Hidalgo, Texas, USA", USA,False,Bantamweight,MALE,3,1,0,0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,155.0,0,1,0,1,1,4,1,0,0,0,0,1,0,1,Orthodox,172.72,175.26,135.0,26.0,27.0,-1,-1,-1,-1,0,-2,-1,0,-1,5.08,5.08,-1,-5.0,-2.0,-1.0,neither,U-DEC,Closed Stance,0
Erick Montano,Randy Brown,425.0,-550.0,425.0,18.1818,2016-09-17,"Hidalgo, Texas, USA", USA,False,Welterweight,MALE,3,1,0,0,1,1,5,0,0,0,1,0,0,0,1,Orthodox,190.5,198.12,170.0,0,1,0,1,0,3,1,0,1,0,0,0,0,1,Orthodox,182.88,185.42,170.0,30.0,26.0,-1,-1,0,0,-1,2,-1,0,0,7.62,12.7,4,-20.0,1.0,-1.5,neither,SUB,Closed Stance,1
Stipe Miocic,Alistair Overeem,-145.0,125.0,68.9655,125.0,2016-09-10,"Cleveland, Ohio, USA", USA,True,Heavyweight,MALE,5,0,4,0,4,3,17,0,0,0,2,4,0,0,6,Orthodox,193.04,203.2,265.0,0,3,0,3,2,27,1,0,0,3,6,0,0,9,Orthodox,193.04,203.2,240.0,34.0,36.0,0,1,1,-3,-1,-10,-1,-2,0,0.0,0.0,-2,-15.1212,0.0,-1.1212,Red,KO/TKO,Closed Stance,0
Fabricio Werdum,Travis Browne,-265.0,225.0,37.7358,225.0,2016-09-10,"Cleveland, Ohio, USA", USA,False,Heavyweight,MALE,3,1,0,0,3,5,24,0,0,0,1,7,1,0,9,Orthodox,198.12,200.66,255.0,1,0,0,6,3,24,3,0,0,2,4,2,0,8,Orthodox,193.04,195.58,231.0,39.0,34.0,0,0,-3,1,-2,0,-3,3,-1,5.08,5.08,5,-23.2532,-0.039,0.1688,Red,U-DEC,Closed Stance,0
CM Punk,Mickey Gall,345.0,-430.0,345.0,23.2558,2016-09-10,"Cleveland, Ohio, USA", USA,False,Welterweight,MALE,3,0,1,0,1,0,1,0,0,0,0,0,1,0,1,Switch,187.96,187.96,170.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,185.42,170.0,37.0,24.0,0,1,1,1,0,1,0,0,1,2.54,2.54,13,2.0,1.0,0.0,neither,SUB,Open Stance,1
Urijah Faber,Jimmie Rivera,150.0,-170.0,150.0,58.8235,2016-09-10,"Cleveland, Ohio, USA", USA,False,Bantamweight,MALE,3,0,3,0,3,0,7,0,0,1,1,1,0,0,3,Orthodox,162.56,172.72,135.0,1,0,0,4,5,44,4,0,0,3,0,6,0,9,Orthodox,167.64,170.18,135.0,37.0,27.0,1,3,-1,-6,5,-37,-4,1,-6,-5.08,2.54,10,9.7143,-0.5714,-0.5,Red,U-DEC,Closed Stance,1
Jessica Andrade,Joanne Calderwood,-130.0,110.0,76.9231,110.0,2016-09-10,"Cleveland, Ohio, USA", USA,False,Women's Strawweight,FEMALE,3,0,2,0,2,1,10,0,0,0,2,1,0,0,3,Orthodox,167.64,165.1,125.0,0,1,0,3,3,17,0,0,1,2,1,1,0,5,Orthodox,154.94,157.48,115.0,24.0,30.0,0,1,-1,-2,2,-7,0,0,-1,12.7,7.62,-6,16.875,-0.5,0.375,Red,SUB,Closed Stance,0
Jessica Eye,Bethe Correia,-125.0,105.0,80.0,105.0,2016-09-10,"Cleveland, Ohio, USA", USA,False,Women's Bantamweight,FEMALE,3,2,0,0,3,2,12,1,0,1,1,1,0,0,3,Orthodox,165.1,162.56,135.0,3,0,0,1,5,17,0,0,0,0,0,0,1,1,Orthodox,167.64,167.64,125.0,30.0,33.0,1,0,2,2,3,-5,1,0,0,-2.54,-5.08,-3,11.8,-0.1667,0.0333,Red,S-DEC,Closed Stance,1
Brad Tavares,Caio Magalhaes,-220.0,180.0,45.4545,180.0,2016-09-10,"Cleveland, Ohio, USA", USA,False,Middleweight,MALE,3,1,0,0,4,2,11,0,0,0,1,2,1,0,4,Orthodox,185.42,185.42,185.0,1,0,0,5,4,31,0,0,1,6,1,0,0,8,Orthodox,185.42,187.96,185.0,28.0,28.0,0,0,-1,-4,2,-20,0,1,1,0.0,-2.54,0,-21.4167,0.8333,-0.6667,neither,S-DEC,Closed Stance,0
Nik Lentz,Michael McBride,-550.0,425.0,18.1818,425.0,2016-09-10,"Cleveland, Ohio, USA", USA,False,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,155.0,0,1,0,4,6,44,0,0,2,6,1,1,0,10,Orthodox,172.72,172.72,155.0,32.0,30.0,0,-1,-4,-10,6,-44,0,-1,-1,12.7,17.78,2,-42.125,-1.1875,-3.375,neither,KO/TKO,Closed Stance,0
Drew Dober,Jason Gonzalez,-150.0,130.0,66.6667,130.0,2016-09-10,"Cleveland, Ohio, USA", USA,False,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,187.96,187.96,155.0,0,1,0,1,4,13,0,0,0,1,0,1,0,2,Southpaw,172.72,177.8,155.0,27.0,26.0,0,-1,-1,-2,4,-13,0,0,-1,15.24,10.16,1,-28.8333,-0.1667,-0.8333,neither,KO/TKO,Closed Stance,0
Yancy Medeiros,Sean Spencer,-130.0,110.0,76.9231,110.0,2016-09-10,"Cleveland, Ohio, USA", USA,False,Welterweight,MALE,3,2,0,0,2,4,21,0,0,1,2,0,0,0,3,Orthodox,177.8,190.5,170.0,1,0,0,2,5,13,0,0,1,0,0,2,0,3,Orthodox,177.8,190.5,155.0,29.0,29.0,-1,0,0,0,1,8,0,0,-2,0.0,0.0,0,34.0893,-0.375,0.1429,neither,SUB,Closed Stance,0
Andrei Arlovski,Josh Barnett,110.0,-130.0,110.0,76.9231,2016-09-03,"Hamburg, Hamburg, Germany", Germany,False,Heavyweight,MALE,5,1,0,0,4,3,18,1,0,0,1,4,1,0,6,Orthodox,190.5,198.12,250.0,2,0,0,7,6,37,5,0,1,2,9,2,0,14,Orthodox,190.5,195.58,240.0,37.0,38.0,1,0,-3,-8,3,-19,-4,-5,-1,0.0,2.54,-1,16.2167,0.1944,0.3444,Red,SUB,Closed Stance,1
Alexander Gustafsson,Jan Blachowicz,-700.0,500.0,14.2857,500.0,2016-09-03,"Hamburg, Hamburg, Germany", Germany,False,Light Heavyweight,MALE,3,0,1,0,1,2,10,0,0,0,1,1,0,0,2,Orthodox,187.96,198.12,205.0,2,0,0,6,4,27,2,0,0,2,4,2,0,8,Orthodox,195.58,200.66,205.0,29.0,33.0,2,1,-5,-6,2,-17,-2,-3,-2,-7.62,-2.54,-4,2.5833,-0.1667,0.1667,Red,U-DEC,Closed Stance,0
Ryan Bader,Ilir Latifi,-170.0,150.0,58.8235,150.0,2016-09-03,"Hamburg, Hamburg, Germany", Germany,False,Light Heavyweight,MALE,3,0,3,0,3,2,11,0,0,0,1,3,1,0,5,Orthodox,177.8,185.42,205.0,1,0,0,5,5,42,1,0,1,8,3,1,0,13,Orthodox,187.96,187.96,205.0,33.0,33.0,1,3,-2,-8,3,-31,-1,0,0,-10.16,-2.54,0,-15.8413,0.0079,-1.4206,Red,KO/TKO,Closed Stance,0
Nick Hein,Tae Hyun Bang,-335.0,275.0,29.8507,275.0,2016-09-03,"Hamburg, Hamburg, Germany", Germany,False,Lightweight,MALE,3,0,1,0,1,2,10,0,0,1,0,1,0,0,2,Switch,175.26,180.34,155.0,0,2,0,2,1,12,0,0,0,3,0,0,0,3,Southpaw,167.64,167.64,155.0,32.0,33.0,0,-1,-1,-1,-1,-2,0,1,0,7.62,12.7,-1,-12.25,0.5,-0.25,neither,U-DEC,Open Stance,0
Peter Sobotta,Nicolas Dalby,170.0,-200.0,170.0,50.0,2016-09-03,"Hamburg, Hamburg, Germany", Germany,False,Welterweight,MALE,3,2,0,0,1,2,9,0,0,1,0,0,0,0,1,Orthodox,180.34,187.96,170.0,1,0,0,2,4,14,0,0,0,1,0,1,0,2,Southpaw,182.88,190.5,170.0,29.0,31.0,-1,0,-1,-1,2,-5,0,0,-1,-2.54,-2.54,-2,40.3333,-0.5,1.3333,neither,U-DEC,Open Stance,0
Ashlee Evans-Smith,Veronica Macedo,-240.0,200.0,41.6667,200.0,2016-09-03,"Hamburg, Hamburg, Germany", Germany,False,Women's Bantamweight,FEMALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,162.56,162.56,125.0,0,1,0,1,1,4,0,0,1,0,0,0,0,1,Orthodox,172.72,170.18,125.0,29.0,20.0,0,-1,-1,-1,1,-4,0,0,0,-10.16,-7.62,9,-33.0,0.0,-1.0,Red,KO/TKO,Open Stance,0
Taylor Lapilus,Leandro Issa,-160.0,140.0,62.5,140.0,2016-09-03,"Hamburg, Hamburg, Germany", Germany,False,Bantamweight,MALE,3,1,0,0,2,2,10,0,0,0,0,0,2,0,2,Orthodox,170.18,175.26,135.0,1,0,0,2,1,8,0,0,0,1,1,0,0,2,Southpaw,167.64,185.42,135.0,24.0,32.0,0,0,0,0,-1,2,0,-1,2,2.54,-10.16,-8,-15.6667,0.5833,1.0833,neither,U-DEC,Open Stance,0
Scott Askham,Jack Hermansson,-105.0,-115.0,95.2381,86.9565,2016-09-03,"Hamburg, Hamburg, Germany", Germany,False,Middleweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,195.58,185.0,0,1,0,1,2,8,0,0,0,0,2,0,0,2,Southpaw,190.5,190.5,185.0,28.0,28.0,0,-1,-1,-2,2,-8,0,-2,0,-5.08,5.08,0,-20.5,-0.25,-0.25,neither,U-DEC,Open Stance,1
Rustam Khabilov,Leandro Silva,-450.0,360.0,22.2222,360.0,2016-09-03,"Hamburg, Hamburg, Germany", Germany,False,Lightweight,MALE,3,1,0,0,2,4,18,0,0,0,2,0,1,0,3,Orthodox,175.26,182.88,155.0,0,2,0,3,2,18,0,0,0,3,1,0,1,5,Orthodox,172.72,185.42,155.0,29.0,30.0,-1,-2,-1,-2,-2,0,0,-2,1,2.54,-2.54,-1,6.8571,0.2857,-2.0,neither,U-DEC,Closed Stance,0
Demian Maia,Carlos Condit,115.0,-135.0,115.0,74.0741,2016-08-27,"Vancouver, British Columbia, Canada", Canada,False,Welterweight,MALE,5,1,0,0,5,5,37,3,0,1,1,4,0,1,7,Orthodox,187.96,190.5,170.0,0,5,0,5,6,61,1,0,0,8,1,8,0,17,Southpaw,185.42,182.88,170.0,38.0,32.0,-1,-5,0,-10,1,-24,2,4,-8,2.54,7.62,6,41.2428,-0.25,-1.8913,Red,SUB,Open Stance,0
Anthony Pettis,Charles Oliveira,-165.0,145.0,60.6061,145.0,2016-08-27,"Vancouver, British Columbia, Canada", Canada,False,Featherweight,MALE,3,0,1,0,4,6,28,0,0,0,1,0,8,0,9,Orthodox,177.8,187.96,155.0,3,0,0,5,4,22,3,0,1,0,2,2,0,5,Orthodox,177.8,182.88,170.0,29.0,26.0,3,1,-1,4,-2,6,-3,-2,6,0.0,5.08,3,-6.1111,1.0,0.4,Blue,SUB,Closed Stance,0
Paige VanZant,Bec Rawlings,-210.0,175.0,47.619,175.0,2016-08-27,"Vancouver, British Columbia, Canada", Canada,False,Women's Strawweight,FEMALE,3,0,2,0,2,1,7,0,0,0,1,0,1,0,2,Orthodox,167.64,162.56,125.0,1,0,0,3,1,14,0,0,0,1,1,1,0,3,Orthodox,162.56,165.1,115.0,22.0,27.0,1,2,-1,-1,0,-7,0,-1,0,5.08,-2.54,-5,2.9167,-0.6667,-1.6667,Red,KO/TKO,Closed Stance,0
Joe Lauzon,Jim Miller,-140.0,120.0,71.4286,120.0,2016-08-27,"Vancouver, British Columbia, Canada", Canada,False,Lightweight,MALE,3,0,1,0,7,8,53,0,0,1,5,3,6,0,15,Southpaw,172.72,180.34,155.0,0,1,0,3,8,40,0,0,0,1,4,7,1,13,Orthodox,177.8,180.34,155.0,32.0,32.0,0,0,4,2,0,13,0,-2,-1,-5.08,0.0,0,6.472,0.2836,0.0311,neither,S-DEC,Open Stance,1
Sam Alvey,Kevin Casey,-270.0,230.0,37.037,230.0,2016-08-27,"Vancouver, British Columbia, Canada", Canada,False,Middleweight,MALE,3,3,0,0,1,5,13,0,0,0,1,0,0,0,1,Southpaw,180.34,195.58,185.0,0,1,0,3,3,11,0,0,0,0,3,1,0,4,Southpaw,187.96,190.5,205.0,30.0,35.0,-3,-1,-2,-3,-2,2,0,-3,-1,-7.62,5.08,-5,4.7381,0.1905,0.5,neither,KO/TKO,Closed Stance,0
Enrique Barzola,Kyle Bochniak,115.0,-135.0,115.0,74.0741,2016-08-27,"Vancouver, British Columbia, Canada", Canada,False,Featherweight,MALE,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,145.0,0,1,0,1,0,3,1,0,0,1,0,0,0,1,Switch,170.18,177.8,145.0,27.0,29.0,-1,-1,-1,-1,-1,0,-1,0,0,0.0,0.0,-2,14.0,0.0,-4.0,neither,S-DEC,Open Stance,1
Garreth McLellan,Alessio Di Chirico,270.0,-330.0,270.0,30.303,2016-08-27,"Vancouver, British Columbia, Canada", Canada,False,Middleweight,MALE,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,185.0,1,0,0,1,2,8,0,0,0,0,1,0,0,1,Southpaw,185.42,182.88,185.0,33.0,26.0,0,0,-1,-1,1,-5,0,-1,0,-2.54,5.08,7,24.3333,-1.0,1.3333,neither,S-DEC,Open Stance,1
Shane Campbell,Felipe Silva,-160.0,140.0,62.5,140.0,2016-08-27,"Vancouver, British Columbia, Canada", Canada,False,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,195.58,155.0,2,0,0,1,3,9,0,0,0,1,0,0,0,1,Orthodox,182.88,180.34,155.0,29.0,32.0,2,0,-1,-1,3,-9,0,0,0,0.0,15.24,-3,-41.75,0.0,-1.0,neither,KO/TKO,Closed Stance,1
